#node1	node2
P48549	P62873
O95785	P46783
Q9H9S4	Q9Y478
P25963	Q15750
P18124	P62993
P10451	Q9NR12
Q15717	Q9UKJ5
P12757	Q96PU5
O76003	Q16659
P62136	Q13263
Q15008	Q9Y5K5
O60925	Q96PX6
P46108	Q8IZD9
P21246	Q9BTY7
Q9Y2J4	Q9Y6D9
P09382	Q01094
442896	Q9Y2Y9
P32121	Q8NGF1
Q13315	Q15751
P22694	Q14643
P46531	Q92997
Q15750	Q15759
P01112	Q9UKT9
P08754	P13945
P61952	Q9UBS5
O95782	P01106
P00451	P04275
O14775	Q08462
P49238	Q8NHW4
O00299	Q14164
O75689	P49841
O75689	Q05513
P04275	P06756
P12755	Q15796
P98082	Q14689
P17252	Q9BX67
Q12988	Q9NRN5
Q9NR31	Q9Y4K3
Q08462	Q9HAV0
O00505	P07910
Q9H9F9	Q9ULG1
O95817	Q15038
P18146	Q9Y5W3
P17028	Q5T3J3
P41240	P61978
P49427	P57737
P26006	Q8IZC6
P07900	P19525
Q96KM6	Q96QK1
O95819	P11940
P16118	P35557
P42336	Q9NSC5
P49006	Q02156
O14639	Q13535
O60896	Q5JWF2
P38936	Q9BT78
Q92793	Q92985
O00629	O95402
Q5T3J3	Q99873
P33778	Q93077
O14807	Q14644
Q8NFP9	Q9H2G2
P62491	Q9BXF6
P61158	Q9Y4K3
P49841	Q13467
O14933	Q86TI0
P04637	P49459
O15111	P51617
P40189	Q9UBD9
P09919	P16471
P31946	Q9NSK0
P41143	P63096
P18124	P62891
P15311	P19634
P28472	Q9H0R8
O75578	P53708
O75582	P18846
P31749	Q9UBK2
P17301	P22612
P62993	Q96RL7
P04141	P17947
P13612	Q8WWW0
O75626	P40763
Q13573	Q8TB72
O00505	P12956
P12110	P31431
O14602	O60841
Q70Z53	Q96FV9
P60520	Q8WYN0
P19838	Q03169
P00533	Q9H4P4
Q07912	Q9UEU0
Q13535	Q9NZT2
P04183	P27694
P06241	Q12947
P78552	Q9UHD0
P52333	Q99062
P22694	P50552
Q00403	Q16548
O75593	P84022
P26599	P67809
P09429	Q9NR96
P62316	Q9HCK5
Q05397	Q6S5L8
Q14194	Q9NVP1
Q16778	Q9NPI1
P26441	Q99062
P56537	Q9P258
P01106	P09429
P19012	Q8WW24
Q14626	Q8IZJ0
P30153	P60842
Q6P158	Q9NY93
P43351	Q92698
O14827	P01111
P36873	Q13464
Q96BY6	Q9HBH0
P35637	Q14103
P04183	P63104
Q15596	Q99873
Q15306	Q5JSZ5
P29474	Q13555
P46087	Q13233
Q14152	Q99613
B5ME96	O75015
P42771	Q99741
P30939	Q9UBI6
P23458	Q03405
Q16576	Q92769
O00206	Q9UMX0
P31947	Q12774
P49321	Q9Y383
Q5T3J3	Q9Y3T9
O96017	Q9UBU7
P50148	Q9NPC1
O76070	P63162
P42338	Q9UBK5
P19875	P51679
Q15834	Q9Y580
P51531	P51532
O60318	Q15714
Q7Z460	Q96R06
P18031	P46108
O43143	Q96I25
O15519	Q9Y572
P62258	Q02878
P10124	Q6UXH1
P25685	Q14289
Q92730	Q9BZ29
P60953	Q86VI3
P25098	P49682
P62330	P63000
Q15393	Q9UBN6
P35626	Q8NGR4
406938	Q13158
P21796	Q8N9P6
P02778	P49238
P54253	Q6P1W5
Q08209	Q13255
P43268	Q09472
P82930	Q9NY93
P67936	Q15654
P04049	P14618
Q9Y230	Q9Y5K5
P07602	P15813
O75604	Q9BUH8
Q0VG06	Q9NW38
P52298	Q14164
Q15052	Q99963
P83731	Q9Y4K3
O14950	O75116
P42331	Q9HBH0
P14678	Q6P2Q9
O75815	P23526
P12931	Q15036
P07737	P68032
P12814	Q9UKX5
P04839	P63000
P51692	Q8N2W9
P20339	Q9UKG1
Q15796	Q8TEW0
P10415	Q01094
O00187	P0C0L5
O94907	P62993
Q9NX76	Q9UBC3
P60568	Q13651
O60427	Q9BRP4
Q04721	Q12860
O15198	Q15796
O14654	P45984
O14920	Q9H467
O15264	Q15233
P02745	Q9H422
Q07820	Q92934
Q13233	Q9BUF5
P32121	P58181
P09382	P63104
O75800	Q96EP1
P32121	Q96R45
P37173	Q13347
P28222	Q9HAV0
P05771	Q6R327
Q15796	Q9H9S0
P06239	P10721
P29597	P40189
P10644	P42345
P19878	P62873
Q13557	Q8IWT1
P62328	Q96ID5
P11142	Q99836
O14543	Q9HC73
Q13535	Q9BWG4
P30511	Q13241
P63279	Q14103
O75376	Q9BZK7
O75400	Q4G0J3
P26012	Q14031
O00329	P60484
P00533	Q99961
P27986	P62316
Q8TEW0	Q9NQS3
P35222	Q12778
P27361	Q00613
Q9Y2X8	Q9Y4K3
Q96I15	Q9Y295
Q6AI08	Q92796
O00401	O15144
O15403	P01106
P04198	Q13287
Q13315	Q76L83
P57077	Q8N5C8
Q06609	Q9Y376
P31751	Q9H7J1
O00161	Q15836
Q92530	Q96C03
Q12968	Q15759
P98175	Q96EQ0
P10415	Q16537
P31749	Q16584
P24864	P63208
Q15796	Q8NF50
P11142	P99999
P16671	Q13131
O15264	Q9NYJ8
Q6IA17	Q99836
Q14197	Q9NVI7
O14732	Q15011
P13498	P14598
Q12824	Q9P2D1
Q15714	Q8IWA4
Q13501	Q13546
Q13885	Q9Y6G9
Q8WW01	Q9H094
P22694	Q8TEY5
Q8NFH8	Q9ULH1
Q00613	Q14686
O75508	P56856
Q15628	Q92851
O60674	P01574
P06493	P21333
O43521	P45983
P18077	P62906
P42695	Q8IY92
O75365	P61619
Q15155	Q9HAU4
P22681	Q9GZY6
Q13017	Q96L33
O43900	P06241
P12111	P30101
P12931	Q9BXN2
O43679	Q13363
P01730	P13765
O60934	Q99708
P59998	Q8IXH7
P20226	Q03060
P42574	P51124
P61328	Q02763
P01112	Q8TD86
O95257	P68104
P12931	P42229
Q01082	Q13485
O43741	Q86TI0
Q06124	Q96LC7
Q99741	Q9Y619
P01574	Q14653
Q9BQ66	Q9UQ90
P26641	Q8NHV9
P07437	P19438
P26373	P36578
P40337	P60660
P09455	P10276
P84243	Q13111
P10070	P22694
Q15038	Q6P4I2
P46527	P50613
O60828	Q9BQA1
P51668	Q9UBS8
P10275	P42575
P0C1Z6	Q9Y5K5
Q13952	Q15796
P17947	Q9UI08
O94762	P01033
P17948	Q9NR46
P42330	Q5T3J3
P57739	Q9Y5I7
P63000	Q9Y6R4
P52333	Q15464
Q96PY6	Q9UHY8
Q969S8	Q9BTM1
O43521	Q07817
P29350	P40189
Q02388	Q9UKC9
O95201	Q99750
Q04206	Q14690
Q13522	Q96SB3
Q07890	Q14644
P45983	Q99683
Q13315	Q70CQ2
P01106	P28066
P09603	P22455
O43318	P40763
O95343	P62633
Q05397	Q9Y6Q9
Q06432	Q14738
O43390	P11387
Q9NX70	Q9UHV7
P39019	P62854
O14503	Q9H0E2
O60285	O95835
P62633	Q13948
O94822	Q86WV6
P84022	Q9HCE7
P42224	Q969M7
P06756	P21333
P50150	Q13936
P01889	Q13200
O14807	Q13972
Q13148	Q9UNZ2
Q8IZH2	Q8TB22
O15350	Q96J02
P55774	Q04724
P31946	Q9UI47
A0JLT2	Q8WYP5
P01111	P42771
P62805	P62993
B1A4H9	Q8IU57
O43493	Q7Z3C6
Q9NZI2	Q9NZV8
P02741	P24071
O00151	Q53H12
O14964	Q01082
Q01959	Q9NRD5
O94776	Q9UBB5
Q13616	Q9BT78
Q8NFJ9	Q9UPT5
P06756	P35442
Q92997	Q9UP38
O43353	Q13469
O60674	Q13191
Q13315	Q659A1
P50553	Q09472
P06241	Q13224
Q07812	Q15388
P42704	Q9HC98
O00206	P14625
P18146	Q14938
P49841	Q96BR1
P08138	P51617
P01111	P29353
P21554	P63096
P00505	P24941
P24752	P30504
O14727	Q96GX9
O00329	P31785
P04085	P16234
145781	Q9NVV9
P18084	P30101
P24385	P55273
P17612	P48436
P61081	Q13617
P30466	P43629
O00186	P18146
O15399	O43497
P47897	P49841
Q03013	Q9Y3C7
P07237	Q14240
P63208	Q9UJT9
Q02535	Q16666
P28715	P32780
O60241	Q9Y3M8
P23527	Q9P0M6
P10145	P49238
O15111	Q9Y4K3
P02647	P07711
Q9NVH6	Q9NWA0
O15442	P20073
O00231	Q99717
O15530	Q9H6R7
O15294	P51610
P02452	P07585
P12830	Q9UI95
O60573	Q04637
P07237	P63104
P30519	Q6NUN9
P46092	P47992
P62913	P62917
P27348	Q15276
P32248	Q9H2A7
P49593	Q9UQM7
O14543	Q06124
P18031	P40763
P11831	P18146
P16144	Q9UMD9
O14497	Q969G3
P32302	Q07325
P21802	P55075
Q13620	Q8NHY2
O43312	P23468
O15105	Q9Y5K5
P06703	Q02790
O75461	Q09028
P17081	Q15642
P68104	Q99558
O14936	Q9H4G0
Q07820	Q16611
P14859	P40424
P06730	Q14103
Q13635	Q9C000
O14610	Q9NQ66
Q14194	Q6P1K2
Q04206	Q8IU54
Q5QNW6	Q969S8
P14921	Q6SJ96
P01571	P78552
P04406	P06899
A8MT69	Q9NVI1
P46781	Q92597
P05113	P17181
P61254	P61313
P62136	Q13625
Q8N720	Q9NVM9
O95602	P19388
P53778	P63215
P25705	P60709
O60885	Q9UHY7
Q03518	Q13769
Q14500	Q9Y4J8
O95931	Q99496
Q8IYF3	Q9Y6D9
Q01113	Q16619
Q8WWW0	Q9H492
P32927	Q92569
Q15459	Q9Y478
Q7LBC6	Q96KM6
O00232	Q13573
P46108	P47928
P32121	Q96RD1
P62308	Q04724
Q96QV6	Q99877
O95837	P34995
Q9H832	Q9H8W4
P13631	Q9NPJ4
P61952	Q92806
P00519	Q9UQ16
P02768	P62495
O75530	Q14209
P51693	Q5RL73
P01100	Q00978
P01303	P25101
P51817	Q9Y478
P01112	Q07889
O60658	P25963
P24928	P52434
Q15038	Q9NX53
P42766	P50914
O43597	P62993
P18077	P47914
P45973	Q16254
P22607	Q9NR46
Q16625	Q9Y5I7
Q9BUH8	Q9H4E7
Q05048	Q10570
P10809	Q9Y6K9
P51817	Q07343
P27824	P46098
P09619	Q14451
P61978	P63104
P07996	P09486
P68400	Q96EB6
P18146	P48065
O60262	P48039
P35637	Q01081
406991	P36952
Q8NFD5	Q9UJX2
P04899	P48549
O95819	P00367
Q15834	Q9P0W2
P31948	Q9Y4K3
Q9H9G7	Q9UPQ9
O43432	Q09161
Q15653	Q9Y297
Q14197	Q9HC36
O43741	P54619
P06239	P06729
O60674	P01588
O76096	P98187
P11802	Q16254
Q7L2E3	Q96C10
O75347	Q9UKE5
P51784	Q96S55
P03952	P54619
P09769	Q92569
P50453	Q5T3J3
P01889	Q9NRN7
P19793	Q06710
P01303	Q9UGI9
Q9H3N1	Q9Y320
Q8WYR1	Q9UBY5
O95400	P67809
P09471	P17612
Q96FZ7	Q9H0T7
P30154	P53041
P16520	P35498
P12956	Q9UKV8
P11802	P42772
Q13287	Q13748
O60684	P63000
Q9NVP2	Q9UKI8
P13942	P18827
O15389	P29350
P08754	P49286
O14827	P01116
P07333	Q92913
Q68CZ2	Q96QB1
P27348	P49674
Q13501	Q16288
P12980	P14406
P58753	Q9NWZ3
P61978	Q99697
P78552	Q13191
P52292	Q99828
Q86YM7	Q9BW04
Q96KM6	Q9H2K2
O76099	P35626
P63165	Q9UBT2
P02786	P61769
P43250	P51685
O00574	O95715
P62304	Q16637
Q15303	Q99962
Q05513	Q13163
O14920	P19838
P31946	Q96CV9
406882	Q92945
O75925	Q14526
P05112	Q01344
P21333	Q9UQM7
P10276	P55273
P06239	Q71SY5
P11171	P42704
O15162	Q8TC90
P39023	Q02878
Q9BT43	Q9H1D9
P56192	Q9HAW0
P32856	P61764
P41743	P51617
Q99835	Q9UMX1
P35354	P37231
Q13616	Q9UKT5
P04141	P08887
P01111	P04049
O95967	P54259
P58546	Q9UET6
P48634	P60228
P60953	Q8IVF5
P26368	Q07666
P68104	Q15013
P08581	Q9GZV9
O14798	Q13158
Q8N5U6	Q8WVN8
O75475	O94788
P19174	P21817
P01266	P98164
O96019	Q9NXR8
P19838	Q13546
P03891	Q9UI09
P01562	P14784
Q13200	Q13573
P38405	Q9UKL2
P07305	P62993
P29474	Q14012
O95467	P50151
P50570	Q9Y4P8
Q02641	Q14738
P16452	P58062
P33778	Q969S8
P39019	P46782
Q08209	Q9H1A4
Q13976	Q16558
P16144	P63261
P05412	P29460
P30050	Q9UL18
P36578	Q9UNX3
O00212	Q96N67
P07949	Q9NR46
Q9H2G2	Q9NQ25
P27694	Q13156
O76093	P00533
O95471	Q16625
A6NHA9	P35626
O96017	Q9UD71
P14314	P49703
P01344	Q6UXH1
Q96KB5	Q9Y2Q3
P01567	Q9HC73
P41220	Q6RFH5
O14641	Q96CG3
P14618	P49407
Q13009	Q8IXI1
O15297	P16104
A0JLT2	P36954
P12004	Q92841
Q00839	Q16629
P47914	P61927
P40429	P84098
P62937	P63104
Q86SQ4	Q9Y4K3
P10828	Q96ST3
P62820	Q86TW2
P16035	P55786
Q5QNW6	Q7L7L0
O43914	P06241
O95819	P67809
P04844	Q92597
Q7L0Q8	Q7Z5H3
P16104	Q9H488
Q15811	Q16659
P27986	P60953
P01889	P61160
Q13535	Q9NTJ3
P31946	Q9UQC2
O60262	P42336
O43524	Q9Y243
O00422	Q9UPN3
P01111	Q92734
O75578	P26010
Q96L34	Q9NPB6
P12004	P36873
P06241	Q9Y210
P10071	Q92630
O14561	P03891
P61026	Q9UHY7
Q96P70	Q9UKV8
O14936	P04156
P18146	P22004
P23229	Q9HBI1
Q96ED9	Q9BVJ6
O60667	Q92851
P52757	P84095
P49238	P55774
P45983	Q00613
O75164	P68431
Q06330	Q92905
9757	P54253
406900	Q8WY64
P98164	Q9UQF2
P03372	Q9Y6Q9
Q9UM73	Q9Y581
P14598	Q05513
O14640	Q6ZSZ5
P50991	Q99759
Q06455	Q9Y2W1
P81172	Q9NP59
P16070	P55268
Q14686	Q99062
P10275	Q06830
P40429	Q8NBJ4
P08571	Q14344
P15260	P26441
P04899	Q01668
P09234	Q9BUJ2
O43913	P33991
Q13315	Q9UPN9
Q9BPY3	Q9Y3C7
Q07955	Q14683
Q92698	Q9Y383
Q15078	Q9Y3Q8
P16157	Q13464
P40337	Q13617
Q15323	Q9NYV4
O15534	Q9Y297
P28482	Q14790
P26641	Q9UQL6
P08670	P25067
P19419	P63279
O95409	P78527
P36873	Q96C90
P04792	P16871
P01562	P24394
P08172	Q8WYR1
Q13188	Q9GZQ8
P15056	Q02750
Q13131	Q53ET0
P10415	Q96BY2
P0CAP1	Q96GD3
P62753	Q9UKV8
Q14974	Q15796
P16220	Q5JZY3
O76095	Q2QGD7
P24821	Q13797
P16298	P63098
O15503	P04035
P25205	P33993
P40425	Q13315
O60641	P20333
Q96GE4	Q9BVW5
P36954	Q8N7H5
Q16630	Q9NRR5
P01303	Q8TDS4
Q14134	Q8NHQ1
Q13191	Q9Y5K6
O14745	P41231
O76041	Q9H204
O15083	O75334
O43765	P10124
P21917	Q9P2W3
P20333	P58107
406883	P01116
P24928	Q15560
Q01094	Q15910
P19525	P25963
P29350	P43628
O60825	Q16254
P29084	Q7KZF4
P12956	Q9H9Q4
P08123	P14316
O15392	Q9NQS7
P50570	Q99961
Q9P2P1	Q9UPW5
P0C1H6	P56524
P35372	P84996
P78563	Q9H8S9
O60885	Q9BPX7
P10720	P32302
P32121	Q8NGS9
O95400	P31943
Q8TC92	Q9GZT8
O75956	P01023
O43566	P05107
P01876	P02787
Q07157	Q9P2M7
Q00610	Q676U5
P52735	P60953
P13631	Q96IF1
P01889	P31949
P35626	Q8NGK1
P08123	P08648
P56645	Q03052
O43561	P16885
P23416	Q9NPR9
Q13315	Q969G3
Q9NW38	Q9UBZ9
P0CG48	P46934
O15111	O15360
Q07955	Q86U42
O00329	P42338
P60900	Q14164
P01275	P43220
P23443	P27986
Q13535	Q8IX01
O43683	P51812
Q8IXH7	Q8N163
P04626	P49763
Q14289	Q8N5H7
P82279	Q15714
P37231	Q6STE5
O60603	P11142
P01106	Q9H4L7
P15509	P35225
P11940	Q58A45
P50151	P51817
Q06546	Q09472
P08069	P27361
P02751	P02768
P40337	P49720
P36897	Q9BXA7
Q15436	Q5JRA6
P42768	Q99755
Q9UBL3	Q9Y5Z7
P49366	P63241
O95622	Q13557
P62736	Q9UJM3
P30049	P36542
O00329	Q9UQC2
P12814	P23229
Q12933	Q6FIF0
O14757	P63104
P29401	Q14164
O43772	Q96RY5
Q16543	Q99873
O75815	P11940
Q13465	Q13547
P01100	Q07890
P60953	Q5VT25
P15882	P62745
P55157	Q9H1R2
P12931	P15153
O15392	Q13490
O95257	Q9Y3C7
O43463	Q9C0K0
P00519	Q8TB24
Q9BVM2	Q9Y265
P12830	Q08050
P22694	Q06710
P46108	Q9ULW0
P53396	P78396
Q16851	Q9UHX1
P00750	P27797
Q0VDF9	Q9UBR2
P08842	P21281
O43913	Q13415
P68400	Q16665
P41182	Q06187
P56705	Q14332
P56537	Q8TC92
Q13315	Q8WVB6
P11388	Q96T88
P12270	Q9Y6R4
P14635	Q9UJX6
P55103	Q13705
P60709	Q16827
P46778	P62899
Q15287	Q8NAV1
Q5VYV7	Q8WXH0
O00471	O75150
P12830	Q03135
P19438	Q05397
P18858	P41220
P16885	P62993
P08708	P62847
O43242	P01241
P63261	Q9Y2K3
Q16659	Q9Y448
P17612	Q09472
P42336	Q8IUC6
P78371	Q99759
P05771	P62879
P10144	P12956
Q13936	Q13976
P30480	P49915
P60709	P62269
P48357	Q9P0W0
P06239	Q9UQC2
P67809	Q16629
P25208	Q15633
O96019	P51532
Q29RF7	Q9H8T0
P26373	Q9Y3U8
Q12824	Q9HCK4
406958	P38398
P23467	Q02763
Q00653	Q9Y265
O00308	Q9Y3C5
Q07889	Q15283
P14060	Q9H204
O15162	Q9NZV1
O43318	Q9Y230
P04004	P26010
P46940	Q13191
O15446	Q08945
Q15819	Q86Y13
P34925	Q9H461
P67775	Q969F8
O14503	Q00987
P13612	Q9Y6N6
Q16537	Q8IZS8
Q96CX2	Q9Y4K3
Q8TF65	Q96ID5
P24534	P63104
P29350	Q9UKJ0
O95139	P03897
P01889	Q3ZAQ7
P23258	Q9H853
P14416	Q01959
Q13315	Q96JI7
P01889	Q15828
Q13158	Q13546
P15153	Q9Y6W5
Q04724	Q6ZU52
Q15369	Q9H257
P23511	P25774
A6NM45	P56748
Q15714	Q6UB35
Q9NV31	Q9NZQ3
P04899	P11229
P01100	P53567
P49810	Q9NZJ5
Q01130	Q9NRR5
P16104	P51532
P41182	Q9HC56
P41440	Q02447
P27348	Q8IUF1
P20020	Q13976
Q15047	Q8NHV9
P38405	Q8NH37
P35408	Q5JWF2
Q9UKE5	Q9Y3F4
O94805	P51531
P62314	Q99459
Q01201	Q8NFD5
P00533	Q07889
P35354	Q92905
P16298	Q8NHZ8
P10074	Q96BR9
O60503	Q9HAV0
A8TX70	Q05397
P01562	P15260
P50281	Q14789
P42574	Q14103
P04629	Q9Y4K3
P01106	P51531
P15391	P20273
Q8IWL3	Q8NFJ9
P04049	Q96KB5
P11172	P36957
O95059	Q9UGP4
P04406	Q13268
Q12988	Q9Y3C7
P46527	Q00535
P05771	P20700
Q9Y2B9	Q9Y664
O60934	Q92878
P35462	P63218
Q01844	Q01851
P60709	Q00005
P55854	Q9Y618
P17181	Q9NPH9
P14317	Q9H788
Q13315	Q71F56
P02545	P24723
P32121	Q96RC9
P60763	Q9H7D0
P08621	Q15428
P51668	Q9UPQ4
O43929	Q13416
Q13185	Q9BZ95
P55795	Q01130
P30679	P41594
P17612	Q09428
P17612	P62873
O00590	P10147
P06401	P45983
P12883	P60709
P04792	Q5RL73
P18621	P62829
P22670	Q13547
Q92786	Q99684
P47914	Q9Y3U8
O00339	O95460
P63104	Q07890
O60282	Q8IXI2
O15105	O43318
P62993	Q7L0Q8
O43290	P63165
P24821	P26006
P46092	Q92583
P61981	Q15843
Q13753	Q7L1I2
Q6P2C8	Q9BTT4
P60866	Q99684
Q15172	Q92736
P38398	Q92793
Q96BK5	Q9Y2Q5
P12429	Q8IWV7
P98160	Q14118
P08138	P52803
Q6UXN9	Q9UKF6
O75956	P18754
P01584	Q01201
P05164	Q01196
P10914	Q96AZ6
P00568	Q8NEZ4
Q8TCU6	Q9UK08
P23229	P26006
P08069	P16473
P08631	P48736
P02768	Q9UBS5
O15264	P13498
P27361	Q9NZK7
O95163	Q04941
P20929	Q969Q1
P63279	Q9NSC2
P01116	Q7Z569
P19419	P63165
O60353	Q5T4F7
P41595	Q13936
P49841	Q9H4H8
Q9NTJ5	Q9Y678
O75909	Q93062
Q15287	Q7Z6J4
P42285	Q99624
P05026	Q9UEF7
P63104	Q00839
P01889	Q9UI30
P35244	Q96E14
P35580	Q99759
P28222	Q9UBI6
P48736	Q9Y259
O43187	Q86VW0
P15622	Q9UJC3
P51681	Q8WTQ7
P42224	P43405
P08107	P50502
P23508	P57721
P25024	Q99731
P13569	P16422
P15090	P41743
O94916	P24462
P36406	P63279
Q13444	Q99962
O94915	Q9NRI5
A8MT69	Q0VG06
P42574	Q9Y2W7
O60383	P05109
P62837	Q8IUQ4
P28482	Q8N122
P0CG48	P27448
Q02750	Q13177
Q14185	Q9GZQ8
Q14738	Q86US8
O00141	P02788
P19838	Q9BZ23
O75578	P35443
O60503	P50150
P63000	Q8N392
P61586	Q9UNA1
P09341	P41597
P49411	Q9Y4K3
P01106	Q13568
P42229	P46108
P07333	P21781
P06756	Q13753
P08581	P49763
P13640	P58062
P08514	Q14315
O76013	Q6IBS0
Q06190	Q9UPR3
P35968	Q9Y4K3
P16104	P62158
Q8N122	Q8TCU6
Q6QNY1	Q9NWB7
Q99717	Q9Y3E7
P78371	Q9Y572
P26373	P62910
Q13387	Q96AC6
P0C0S5	Q99496
P10145	Q04864
P36897	Q9Y5K5
O43734	Q96F46
Q14680	Q99459
P33992	Q9Y619
P60903	Q92934
P05129	Q86UR1
O95169	P03901
P30466	Q8N109
P35609	Q8WWI1
O75530	Q15022
O43741	Q53ET0
P16220	Q9Y5P8
P62955	Q13362
P49116	Q13191
P17081	Q14185
P08727	Q8IYI6
P22612	Q14721
P62273	Q9Y6J8
Q8TCW9	Q8WTW4
P60520	Q01813
P01023	P55001
P42574	Q14790
406919	P09603
O75558	P25788
O60925	Q14240
P61978	Q96PU8
P52597	P62993
P17948	Q6S5L8
P11532	Q9NRI5
O43918	P33778
P01730	P02786
P62280	Q9P2S5
O75909	P78364
O00238	Q9UNE7
Q13887	Q92793
P46937	P67775
442917	P15692
O75791	P63244
P25786	Q9Y4K3
Q10570	Q13573
Q92569	Q9HAV0
Q96T76	Q9Y5J5
P13861	Q92934
P12268	P40337
P63244	Q9Y561
O15519	Q13158
P00519	Q9Y5K6
Q8IY92	Q96AY2
P06400	Q9UBU8
Q96Q83	Q9H0E9
Q06609	Q9Y5L4
Q2TAZ0	Q96BY7
P20073	Q9BVA1
P32121	Q8NH37
O95352	Q12778
Q9UQ80	Q9Y4K3
P62987	Q969F2
P11142	Q92598
Q13315	Q9NRR5
P00519	Q9Y3Q4
P41597	Q9Y258
P20292	Q16873
P57721	P84098
Q09472	Q13569
P35462	P62873
Q13761	Q9NQB0
407044	Q13153
P78344	Q9Y2Q3
P10242	P17947
P10809	P15104
P62753	Q6R327
P56705	Q8N474
P04275	P23229
P84022	Q7LFL8
P16471	P60568
O60462	P15692
P09234	Q9BRX9
Q10570	Q15366
Q9NSB8	Q9UPX8
P61160	Q07890
Q9HBW1	Q9UKV8
P20265	P23760
Q8TCG1	Q9Y4K3
P98170	Q96FJ2
O15534	P63208
O15551	O95471
P0C0S5	P46736
O96000	P03886
P27348	P46527
O60285	P06702
O60674	Q99683
P61289	Q9BQ83
Q15139	Q9H492
P10275	P20711
P25208	Q14919
Q13315	Q86YH2
O75400	Q13435
P08069	Q9H4M9
O00206	P43405
P29762	Q13368
Q16659	Q96DB2
P16520	Q99459
P15153	Q7Z6B7
P51116	Q9BQD3
Q13255	Q13557
Q86T03	Q8N806
P01116	Q14644
Q6NUN9	Q9UK32
P35354	Q15717
P15498	Q8IZP0
P15927	P27694
P63208	Q49AN0
P19387	Q9GZS3
P10275	P43364
P27348	Q92731
P14625	Q15399
P02545	P36956
P53350	Q14168
O15524	P51692
P98164	Q5JY77
O15198	P28482
O15514	Q6P1J9
O60293	Q13315
O14782	Q9NRI5
P16104	Q96BD6
Q9UBN7	Q9Y263
P08138	Q9HBG4
P16234	Q06124
O95251	Q14566
P49841	Q71U36
O75694	Q8IY92
O60934	Q13185
O96009	P63104
P49662	Q15008
O14543	O14654
O75674	Q9NP72
P62891	P62910
Q86UW7	Q96B02
P33778	Q5VTR2
P08047	Q9NY61
P07333	P46108
P38159	Q9Y580
P49715	P49841
P01106	Q92830
P18848	Q16520
P40818	P61981
O43707	P19838
O14980	P20333
Q02556	Q13105
O43295	P17081
P21860	Q92569
P53618	P56975
P0C1H6	Q9BY41
407046	P55316
Q14088	Q9NQC3
P0C5Z0	Q8IYW5
P12814	P62993
P18146	Q00887
Q9H0Q3	Q9NPR9
P30511	Q14952
P78344	Q13490
P35611	Q02363
P05107	Q05397
O95433	Q9GZX7
O95983	Q12873
Q04759	Q9GZQ8
P35498	P62879
P01242	Q6UXL0
P41220	Q9Y5U9
P01889	Q5VWQ8
Q9P0J0	Q9Y6M9
P30519	Q9Y2X7
P21266	P62993
Q07866	Q8IWE5
406970	P20823
P46108	Q13683
P31947	Q5T5U3
Q12933	Q96B97
Q92530	Q9NR12
P04899	P25116
P55157	Q92918
O00206	Q9NPH5
P18146	P67775
P04626	Q9UQC2
A6NM45	O75970
P51679	P78423
P04899	P21730
P48059	P62328
P33981	Q13485
Q16543	Q9Y383
Q14974	Q15628
P49792	P55854
P13073	Q9HC24
P27986	P43403
P38919	Q09161
P10912	Q9NPH9
P56192	Q00653
O95835	Q96IF1
P23409	Q02363
Q5KU26	Q9NV70
P19784	Q13526
O00255	Q9BXW9
O60934	Q99459
Q13332	Q13432
P08123	P08253
O00305	Q13554
O95467	P61952
O60641	Q96BK5
Q13255	Q9NSB8
P25054	Q8WYH8
P50570	Q9Y478
P0CG47	P20333
P62244	Q99558
Q7L576	Q8IZP0
P22090	P61247
Q92769	Q96BD5
Q9BUA6	Q9P2M7
Q13191	Q8WYR1
Q86WN2	Q9HC73
P27986	Q9BVP2
P35916	Q9NP95
O60674	P16885
Q8WXF1	Q92956
P17948	Q00722
Q07812	Q6UXS9
P01889	P10966
P48552	P63279
P02461	P09486
Q03060	Q8TEY5
P13807	Q8IXJ6
P35606	P43360
P18077	P62913
O15162	Q86UW9
P63165	Q96QC0
P0C5Z0	Q8WUI4
P00519	Q9UM47
P13569	Q7LBE3
P42575	Q12933
P17252	Q15109
O00238	O15264
Q8NHW5	Q9UHD2
P35544	P62249
P16871	P27986
Q92731	Q9GZR2
P56537	Q9P287
Q6VMQ6	Q9HCE0
P00533	P11487
P22090	P62241
P51817	Q9P2W3
Q16891	Q99689
P49662	Q9Y241
P51674	Q9Y3D7
Q8WW22	Q9P0V3
O94875	Q8WX93
P01106	P61978
Q15013	Q9P2H0
P40238	Q969D9
P42224	P63244
P50150	Q00975
P10275	P15309
P14780	Q15080
Q99466	Q9Y219
P05164	P49715
P03891	P03901
P00918	Q2Y0W8
Q05513	Q9BYG5
O60238	P08047
P01589	Q8IU54
P30480	Q9ULC4
Q9P258	Q9Y478
P23258	Q04917
A8MTJ3	Q9NYW0
P57075	Q9UM73
P08908	P21453
P48061	P51684
P50151	Q14832
P04908	P0C1H6
Q16658	Q9Y478
Q13227	Q15466
P31946	Q01974
P11362	P98077
P27540	P35269
O60711	Q9NV31
O95834	Q9UET6
P03891	Q9P0J0
P62750	Q9NY93
P63244	Q92905
P10412	Q13185
P18206	P60709
P01243	P67870
114614	P17947
P01303	P43115
P30281	P52630
P12643	Q14689
P30153	Q16539
