#node1	node2
Q04771	Q86SG6
Q00987	Q15466
Q14203	Q16543
O00255	Q13950
P28482	Q9NZ20
O95199	Q9BT78
Q15797	Q9ULH7
Q99650	Q9HBE4
P01189	P40763
P51817	Q7Z3S7
O43306	P22694
P16415	Q13153
O14512	O60504
P08581	Q96RG2
P62750	Q92901
P54646	Q9NQR9
P04637	Q9NZC7
P37235	Q9NRX2
P01106	P49790
P23945	Q5JWF2
P78352	Q6P1M3
P27694	P49450
P16220	Q15257
P05556	P12111
Q9BYD3	Q9GZR7
P46821	Q9H0Y0
Q92796	Q9GZV5
P01100	Q16659
O60260	Q16342
O15360	O96019
P19235	P29460
P18146	P35573
P60709	Q96EZ8
P01889	P49189
O15260	Q9HC98
P19838	Q16539
P04278	Q9NRW3
P62136	Q12879
P51955	Q96K30
P13686	P45984
O75093	P54259
P28715	Q13501
P15153	P19878
Q13573	Q14974
P42771	Q07817
O43809	P30504
O15371	P30480
Q13315	Q15154
P42574	Q9UKB1
P06213	P29353
Q5RKV6	Q9NPD3
O95433	Q9BYB0
Q7Z3C6	Q9P2Y5
P10275	Q9Y265
P05412	Q16539
Q13315	Q96NB3
P63098	Q92934
P00519	Q92466
P25205	Q9Y5N6
Q9UL03	Q9Y5V3
O60341	O95863
P18146	Q13126
O60244	Q7Z6G3
Q14164	Q16836
P11474	Q9Y6Q9
P26951	Q9P0W0
P56524	Q93077
Q96JK9	Q99466
P30154	Q05513
Q00987	Q9H3D4
O43541	P16220
P21246	Q14508
O43482	P04049
Q02763	Q03014
O75618	P05783
P05129	Q9P2W3
P36578	P83881
O14798	P12236
P01588	P40238
O15239	Q9HAU4
P04150	P16220
P16234	Q9Y264
O43597	P53384
A6NIT4	P78552
P10275	P17844
P13805	Q9Y2I6
P51571	Q9HC24
O60496	O75832
O75821	O95257
P56182	Q9NPI1
O75122	Q99996
P28482	Q13501
P01889	P54578
P02511	P05067
O43684	P84022
O00459	Q92835
P04183	P43246
P50990	Q9UHD2
P30480	Q9Y5B9
P05787	P53680
P22309	Q14164
O75448	P41235
O15162	P27037
Q15796	Q96S59
P09919	P26951
Q04323	Q9HCE7
P35268	P62917
P36897	Q9Y4K3
Q96B26	Q9NS23
Q13261	Q8WXH5
P00505	P24941
P63104	Q16827
P01566	P32927
Q96C10	Q9BYX4
O15455	P84022
P05107	P20701
Q13469	Q16539
Q12778	Q15759
O00329	P04049
O00459	P05556
P61978	Q9H0D6
P52333	Q14627
P20138	P29350
P60709	Q08043
O00459	Q05513
O75940	Q8N8D1
P20226	Q5SXM2
Q13077	Q13748
Q0VDF9	Q12933
P29475	P62158
Q92993	Q9H2F5
P63208	P67809
P16104	Q9UKV0
P51668	Q9BZR9
P41235	Q16594
Q12933	Q92530
O14933	P0CG47
P21675	Q00613
P43246	Q9Y6K9
P25054	P63010
P27635	P49207
P32121	Q8NGQ6
O94762	P26641
Q6UXN9	Q99879
Q15797	Q9BRH9
P49841	Q03701
O15155	Q8N6Y0
O60675	P35638
A8TX70	P13612
P30040	Q86YB8
P24394	P29460
Q12988	Q9Y3C7
P00747	P25116
P01106	P25490
Q99558	Q9NWZ3
Q15796	Q8NER5
P10912	P35225
P05771	P56537
O43318	Q9NR33
Q01081	Q70Z53
P00533	P61328
Q8IXH7	Q9Y241
P20936	P29622
P29460	Q9UHF4
O75376	P14921
A8MT69	Q9NVI1
P01568	P31785
P43699	Q9Y261
P04156	Q92913
P62158	Q16821
P21675	Q9BQI7
P13995	P23508
P12074	P62993
O95714	Q9NRI5
Q15907	Q9ULV0
Q13485	Q49AG3
Q9UKR5	Q9UN74
Q15303	Q9H4P4
O00483	Q9Y6M9
O43526	O95376
P16070	P24043
2310	P04179
P09622	P16220
P09493	Q6WCQ1
Q92569	Q99490
O76015	P61981
P17252	Q9UKL4
P18146	Q96G03
Q13315	Q8N680
Q5JY77	Q9UHF0
P14784	Q15464
P00797	Q92824
P07333	Q9ULV8
Q16539	Q9Y2T4
Q07869	Q15067
P22301	Q6UXL0
P08138	P35568
Q02543	Q08117
P20929	P52907
P0DJD0	P61956
P49639	P55347
O95182	O95298
P26196	Q9UKV8
P35968	Q92915
O00291	Q96CW1
P01375	P05412
P30480	Q9UKK9
P37837	Q12873
Q13315	Q9C0H5
O60825	P27348
P43686	P62333
P05129	Q00722
P29322	P52797
O75964	P03928
P26358	Q9NPF5
O15379	Q7L7L0
P32121	Q8NGR5
P14625	Q9Y2Z0
P24864	Q01094
P15880	P62266
P46108	Q8WU20
P15391	P62993
P62917	P62945
P20936	Q02833
O60603	P34931
O43542	Q13315
P41134	Q9NQB0
O60341	Q13432
P16220	Q9UM01
P27986	Q6PIZ9
P0C1Z6	P62805
Q13315	Q15424
Q02833	Q9Y6X8
P01106	Q14498
P14316	P50591
P31749	Q96B36
O96013	Q8IXI1
O75367	Q15910
P42574	Q15717
P42331	Q9H4E5
P01236	Q969J5
P02462	P13612
Q13315	Q70YC4
P49720	Q9BQ83
O75379	Q9UEU0
P62258	Q9UQC2
P35249	Q9NRD5
P30291	P31946
Q5T447	Q7Z434
O43298	Q8IYF1
P62993	Q9H706
O60603	P51617
P98164	Q92796
P23468	Q13136
Q9UGJ0	Q9Y478
P49841	Q9UID3
P08238	Q9UKV8
O43504	Q96AW1
P17480	Q9HCE7
Q9NP55	Q9NRR5
Q7Z3B3	Q8NHQ1
O00144	O00744
P10147	P51684
Q02156	Q9NRA0
Q15759	Q9HBY0
P81605	Q00987
P31749	Q15173
P25787	Q14164
P18146	P22004
P82914	Q92552
O15169	P39687
O43683	Q9UK32
Q9H171	Q9UL18
P04062	P21281
O95704	P20338
Q9UBF6	Q9Y2X8
Q03518	Q14194
O95484	Q96AP7
O15264	P98177
P01308	P07333
Q9Y2A7	Q9Y6X6
P49023	Q9ULH1
Q6P1J9	Q9ULH0
O14763	Q96P48
P16333	Q15746
P06400	P36873
O95837	Q00722
P10275	Q9UBS8
Q96ST3	Q9H160
P02768	P0C0L4
O15116	Q14684
P12524	P61244
P08069	P14210
P35609	P55318
Q13535	Q5VZL5
P19838	Q8N163
P17081	Q9H7D0
O00459	P62993
P27694	P43351
P01889	Q9UHB9
Q86U86	Q92925
P08754	P09769
Q13487	Q5SXM2
P68133	Q969Q1
O43707	Q13555
P18848	Q9NS37
O43707	Q13813
O60231	Q92917
P18887	Q8IW19
P14416	Q9Y2T4
O60641	P12980
P35226	Q92993
Q13568	Q99836
Q9BX70	Q9H0C5
P49207	Q02878
Q15287	Q9NQ29
P25054	Q9UP83
P61244	Q16539
P32121	Q8NH90
P10144	Q9HB31
O94916	P01100
P06213	P10767
P38405	Q8NGI9
P63096	P81274
P18621	P36578
P42566	Q15303
P05067	P11142
P05997	Q13683
Q14653	Q9HCK8
P22087	Q16637
P62807	Q13547
P01106	P49591
Q15366	Q9BYX4
P28702	Q15466
Q99759	Q9GZR1
P02776	P51685
O15524	P58753
P63010	Q9NVZ3
P40763	Q5VWK5
P61077	Q15796
O43921	P21802
P36897	P63104
O60684	P13861
P29590	Q8N2W9
Q96NA2	Q9H4B7
P46459	Q86Y82
P22694	Q9Y478
P35221	Q86UP0
P17612	P60510
Q13616	Q9UKT8
P05771	Q9UBI6
P00533	P06493
Q99814	Q9GZT9
Q12986	Q13243
P01135	P11362
P18146	Q8WY64
P05112	Q15306
P00533	Q04695
P05787	Q96RG2
P19474	Q92793
B1A4H9	P23458
O60739	P60228
P05787	Q07157
Q96DI7	Q99459
P02795	P10275
P10071	Q9Y6M4
P48454	Q13255
Q99459	Q9Y2X0
P12270	P42858
P27348	P27448
145781	P62424
P31644	P46459
P04350	Q9NYJ8
P04279	Q02383
P01889	Q9NR28
P17480	Q9UBU8
P53680	Q2TAY7
P61978	Q92499
P11831	P15036
P68431	Q9UGL1
Q07889	Q9UNA1
A8MTJ3	Q9NYV7
P32246	Q9NRJ3
P02768	Q9UBS5
Q15118	Q99814
Q06587	Q969T4
O43597	Q9BY42
P04839	P08253
O15131	P49366
Q6W2J9	Q99829
P41182	P42224
P31749	P55211
P16220	Q14692
Q8N9I9	Q96LR5
Q01130	Q8IX12
P09917	Q16873
P02768	Q9BUN8
P20827	Q02763
O60353	P56704
P34947	P41597
P84103	Q8IYB3
P62993	Q16288
P55036	Q9UMX0
P41182	P63098
Q06124	Q9H706
P25788	P52948
Q5TCZ1	Q9H204
P51843	P61201
O14777	P51955
P11171	Q01081
P21246	Q96HD1
O43312	P23468
P42574	Q9Y297
O75626	P26010
P62807	Q96QV6
P61077	Q9Y4K3
P45985	P53779
O75508	Q07157
P51671	P51679
Q13094	Q15464
P33176	P42262
P12931	Q92918
O00257	Q13426
P33991	Q08945
P35658	P49792
P13500	P42224
P47871	Q5JWF2
O95298	P03901
P25021	Q96D09
Q13315	Q92738
O95816	Q13077
P26441	Q99665
P35249	Q99459
P01112	Q9NS23
P45984	Q13387
P50616	Q13485
O00217	O75438
Q02556	Q9GZX7
P53350	Q13535
P31273	Q9H2G2
O14727	O43504
P53708	Q05397
P41235	P49848
P20809	P43364
Q15139	Q9ULK5
O00141	Q96PU5
P32242	Q9BQ66
P31946	P45983
Q14240	Q99459
P08581	Q99961
P46108	Q9P1A6
Q969Y2	Q96RK0
P13224	Q8WYR1
Q04206	Q9NY61
P09234	P55795
P08887	P09919
P62495	Q96Q15
A8MTJ3	P59537
P13569	P62979
P38405	Q9H207
P49768	Q14126
P37198	Q96QU8
Q13263	Q16821
P01243	P49591
Q00005	Q9Y5Z7
P50552	P56199
P10586	P35222
O15111	P14373
P04637	Q96PM5
P04049	P32121
Q9NRR5	Q9UHQ9
P17612	P50151
Q13616	Q9UBF6
P01241	Q01469
P21333	Q562R1
P08700	Q8N6P7
Q92630	Q9Y2V2
P16220	Q9BYW1
P45984	Q16828
P07585	Q15303
O95757	P16035
406884	Q92945
P08238	Q04206
P61981	Q92905
P04070	P07204
P35568	Q13882
O75694	Q8TEM1
P24928	Q9BYW2
O14492	Q13191
P27986	P59768
P46531	P49768
P42574	Q07820
P19387	P61218
O43524	Q8IXJ6
O60218	Q13085
P01106	Q92667
P40337	Q9Y3D3
P04040	Q06124
P27482	P35228
P00736	P0C0L5
Q15788	Q9Y6Q9
P01574	P48551
P56706	Q9ULV1
P16144	Q14031
Q92793	Q96BA8
Q02388	Q8IWR0
Q8N2H9	Q99558
P50238	Q99963
P47914	P62917
Q14457	Q8NEB9
Q5JWF2	Q8TDV5
Q13797	Q14164
P20226	Q08050
P61077	Q96GF1
P31943	Q14103
O95359	P07199
Q15459	Q86XP3
P33993	Q14209
Q6ZVL6	Q9UI95
P51991	Q14103
Q96ST3	Q9H7L9
P07900	Q86UA6
P68104	Q03405
Q15714	Q9UGU5
P01566	P48357
Q07890	Q8N1I0
Q7L523	Q9NQL2
P01891	Q5XKP0
Q13888	Q92759
Q8IYJ3	Q99684
Q92905	Q99459
P28562	Q16539
P17612	Q9HC16
P40189	Q99650
Q13191	Q9HC73
A8K6C2	Q8IU57
P62805	Q9UER7
P61981	Q8N122
Q7Z2T5	Q99459
O75815	Q13200
P08648	P46108
Q13315	Q9Y487
P62805	Q9NVP2
P00918	Q9H8Y5
P15509	Q01196
Q13573	Q9UPT5
Q14201	Q96DU9
O00587	P01106
P32969	Q8IUQ4
P60763	Q9NPB6
O60285	P10644
O15360	Q92922
P06241	Q9Y5K6
Q08493	Q09472
P51817	Q9UD71
Q13368	Q9NVX7
P61962	P61981
O60739	P05198
P15502	P39900
P14672	P27986
P46379	P60510
P49761	Q9BUV0
P37173	Q92831
Q5VSL9	Q9Y6E0
P01100	P29459
P16871	P17066
Q9NPF5	Q9NXR8
P78386	Q9NR96
P67775	Q16539
P55345	Q07869
O43918	P19174
Q16620	Q9UQQ2
P10144	P46531
Q00341	Q99459
Q71UI9	Q96A08
P61586	Q13009
O75486	Q9UPT9
P42766	Q02543
P08670	P55212
O00253	Q9UGJ0
P38405	Q8NH90
P61978	Q9P2K5
Q07817	Q13625
P01584	Q9ULZ3
O14602	P54253
P01116	P10398
O43929	Q14566
P46777	Q15843
P63261	Q01094
O95503	P51784
P62081	P62753
O43242	Q14164
O75494	P61981
P30153	P53816
P11362	P42336
P60568	Q08334
P04035	Q13131
P08138	Q9Y467
P32121	Q8NGG8
P16520	Q08462
406906	Q9Y6R0
P11021	P16473
O95999	Q9UDY8
P46531	Q86UW9
P04899	P17612
Q13535	Q9H939
P52333	Q99062
P06899	Q8WUI4
P06213	P21583
P04049	P29597
P36957	Q96CV9
Q8WVX9	Q9H7B4
P62917	P83731
P04843	P30480
O60739	P46781
P28335	P30679
Q15147	Q9UBI6
P27482	Q8IU85
O60641	Q03518
P55854	Q9UBE0
P19367	P36956
P51693	Q13765
P22694	Q96BA8
O60739	Q12888
Q16531	Q9NZJ0
O00329	P63218
P38405	Q8NGJ4
Q8IYF3	Q96IQ9
Q13616	Q9UBW8
Q05513	Q96RI1
P63010	Q13485
P01567	P23458
P50150	Q14416
P07237	Q92956
Q16611	Q96JQ0
O15111	Q9H467
O15144	P01889
P61313	Q02878
O00562	P53350
Q9HCK5	Q9NQ39
A7MCY6	Q9H6S1
P13612	P53708
P38646	Q12933
P16619	P32302
O00144	Q9NQ66
O15198	O15550
Q02156	Q9HBA0
P35080	Q9Y6Y0
O43293	P62993
Q07890	Q96N67
P63165	Q9UIS9
P30939	Q9UBU3
Q13485	Q9UPN9
P19338	Q92597
O00257	Q71DI3
Q12778	Q9Y243
O96013	P52198
P25490	Q9C086
P04406	P23246
P06400	P24863
P56537	Q8IZT6
Q16539	Q9NQU5
P55072	Q99759
Q12851	Q13162
P53803	P61218
P19784	P67870
P00533	P15692
P50570	Q96RU3
Q49A88	Q96MT8
P16144	P49746
O60610	P07737
Q14527	Q9H832
P53041	Q92731
Q92844	Q9Y4K3
O15169	P23258
Q13153	Q32MK0
O95503	P68431
P46695	P50591
P51685	P78556
P49716	Q6X4U4
P50553	Q09472
Q13164	Q9H1R3
P36542	Q9HCK5
406913	P31269
P26373	Q15843
P35232	Q13547
Q15139	Q4KWH8
O14908	P17252
O43257	Q16539
P54725	Q13315
P14921	Q16236
P67809	Q9C0C9
P29475	Q9NZT1
O95685	Q12972
O15230	P56199
A0JLT2	Q9BTT4
O95169	P03901
P17676	P32927
O75578	P02751
P26992	Q13191
O43639	O60500
P61586	Q8IWW6
P23458	Q8WXH5
P0CG48	P25098
Q96L33	Q9P227
P04183	Q5T3J3
P31942	Q92841
Q13424	Q15819
O95297	Q06124
P41220	Q9BVA1
P26358	Q92769
Q13573	Q96N46
O95819	P26373
P09429	P39748
P62993	Q9UQ26
Q86V86	Q92934
P01133	P35968
O14543	P23458
Q8NHZ8	Q9UJX2
P08246	P37287
P23246	Q99717
O14931	P20963
O00716	Q8NFD5
O15350	P84022
P52803	P54764
O43242	Q00653
O75928	P11831
Q14191	Q96S55
P27361	Q13873
Q13387	Q15910
O14512	Q14765
O15143	P63261
Q96N67	Q9H4E5
Q16777	Q8WUI4
Q15014	Q15750
Q86YW9	Q93074
P33992	Q9Y478
P07332	P32519
P30480	Q15365
P62328	Q13418
P54619	Q13085
P32121	Q9H422
406922	P30279
P16471	Q15303
P08069	P20827
O75838	P11802
Q08170	Q8IX12
P35268	Q02543
P03956	P35625
Q13315	Q6DD87
O15533	Q04206
O14980	P11388
P01889	P25788
P08670	P18206
P10275	Q9Y252
Q71UM5	Q9Y6K9
P06132	Q9UNN5
Q02556	Q15648
O60706	P26641
O60244	Q9Y4A5
Q01726	Q5JWF2
O75955	Q14242
P12931	P16144
Q9H0R8	Q9NRD5
P12107	P31431
Q13574	Q9UM73
P00738	P02647
P15173	Q99750
P14672	P54619
P36873	P46937
Q96T58	Q9UGV2
P04899	P33765
P02760	P41235
P62304	Q8WXD5
406916	O00716
P62826	Q9HAV4
P25788	Q9UET6
P01892	P61769
P42768	P59998
P46782	P46783
P54727	Q13148
Q08345	Q8TEW0
O95834	P01889
Q14781	Q99750
P29992	P43403
Q13435	Q8TBK6
P25024	P25025
P02768	Q9BTX7
Q13573	Q9H6S3
O43306	O60262
P49368	Q7Z6L1
Q3V6T2	Q9GZM8
O00182	Q14624
P28074	P60900
P10276	P48552
Q92878	Q9NYB0
O14641	Q9NWB1
P42568	Q14566
P30154	P46937
P04040	P42684
P01571	Q14653
P11021	Q13535
P04198	P61244
Q03013	Q8IXH7
P51116	Q14134
O00590	P13236
P22004	Q13253
Q05516	Q13794
P13861	P15311
P82279	Q93063
O75051	P60763
