#node1	node2
Q8WWI1	Q99459
P01138	P07333
P04350	Q13546
P55854	Q99666
P59998	Q07889
Q15029	Q15287
P32246	Q8WTQ7
O75030	P28482
O14777	P07199
O95294	Q07890
P29274	Q08043
O00257	P06400
P61254	Q9NY93
O43913	Q9Y619
Q15834	Q9Y3M9
O95239	Q13573
O00193	P29353
Q8WUI4	Q99879
O95777	Q9BV44
P62993	Q13330
P00742	P12259
Q92974	Q9H4B7
Q0VDE8	Q15788
P26045	Q96KM6
P24928	P62993
P16885	Q8IXK0
Q15834	Q9BT78
P26718	Q8TD07
P35626	Q8NH54
Q96L14	Q9UFG5
Q15759	Q9BQI3
P08514	P22105
P49841	P59665
P63000	Q9Y5S8
Q02246	Q9UHC6
406938	Q9Y4K3
Q15796	Q8TEW0
O00628	P50542
O43676	P56556
Q8IZJ0	Q9UHF4
P54253	Q96IP4
P31751	P45985
P50453	Q8IWV7
407018	O00628
P02647	Q15388
O60507	Q14242
P22090	P35544
406889	Q92945
P19012	Q15013
P37198	P57740
O15047	Q9P0U4
P63104	Q8IX03
Q9BQA1	Q9H9G7
P34998	P43250
Q15542	Q5VWG9
P07942	P56199
P23763	Q16623
P51693	Q13526
Q15291	Q8N257
P16104	Q7Z2G1
P63104	Q8N122
Q14833	Q9UBI6
P21246	Q8TF65
P62993	Q9Y613
Q969G3	Q9HCU9
Q9Y297	Q9Y2F5
P01876	P35030
P05771	Q07157
407013	P16104
P55769	Q96DI7
O60404	P35626
O15111	P07437
Q5VTR2	Q9UBW8
554213	Q00534
P15516	P18146
P24522	Q12873
P00533	P51681
P51817	Q08828
P07357	P13987
P40145	Q13557
P20671	P56524
O60907	Q8IUQ4
P31785	Q9HBE4
Q13573	Q7Z5K2
P04150	Q15788
P18887	Q96FI4
P20671	P62807
P10720	P46094
P26010	P49747
Q9H223	Q9Y5J5
P29372	Q9H8S9
Q8N5U6	Q9BVJ6
P58876	Q96RL1
P52597	P52756
P23527	Q8WUI4
P27986	Q13285
Q13573	Q9UBG7
P35580	Q9P2M7
P19174	Q99704
O95931	Q06587
P10914	P35579
Q99816	Q9BRB3
P40429	Q07020
O00487	Q15008
O00308	Q16630
Q13555	Q9NY47
P55212	Q96P09
Q13315	Q92560
P01588	P15509
Q9NRR5	Q9UMX0
O95433	P48023
Q16513	Q9H0R8
O94989	P54764
O00213	P04156
P51685	Q99616
O60238	Q9H0R8
O00222	P50150
P05155	P09871
P53680	P62316
P04181	Q9HAN9
P05019	P35968
P27986	P35568
P05019	P27361
Q9BWD1	Q9Y4K3
P51809	Q96NW4
P15311	P22694
Q03518	Q14194
406971	Q00534
P11171	Q9HC77
P13073	Q07820
O43678	P51970
P41586	P63215
P49286	P50151
P60763	Q86VI3
P04066	P52735
P35354	Q09472
Q9H160	Q9UK53
P24385	Q14765
P01889	Q9BZK3
Q9UJX4	Q9UM11
Q9HB58	Q9NPF4
P19438	Q9NZ08
P26010	Q13477
O75676	Q16539
Q13315	Q9H2K8
Q6NUP7	Q9UGN5
P10415	Q8IVG9
P12314	Q15759
Q15388	Q9BXM7
P08047	Q9Y5K6
Q13535	Q86U86
Q02641	Q13554
Q9ULA0	Q9UM07
P68431	Q92831
51639	Q15428
P38405	Q8NGY6
Q16531	Q9H211
P35268	P61513
P17612	Q02750
P14866	P26599
Q969J5	Q9P0W0
406894	Q15910
P61247	Q9H8Y8
P02458	P18564
P09486	P43235
O00170	Q92985
P07996	P41134
P09874	Q9NQB0
P32121	Q8NGI6
P37023	P55055
P62249	Q13233
P01111	Q16539
P14649	P62736
O95793	P62753
Q02878	Q92901
P04839	P47712
P46781	P62753
P46695	Q15173
P25786	P51946
P04637	Q8N9N5
P31689	Q86UA6
P53999	Q96BK5
P35626	Q8NGN3
O60671	Q9UJX2
P05060	P17480
P01024	P01871
O43295	P63000
Q92698	Q96NY9
P63000	Q13009
P60763	Q14155
P05771	Q9H492
P20073	Q8TF32
Q14498	Q9BTT4
P35968	Q00722
P14649	Q6WCQ1
Q13485	Q8TAK6
P31751	P62714
Q07869	Q96F24
P01243	P24752
P01106	Q9NUQ3
Q13535	Q99575
Q9H257	Q9HC29
P35626	Q8NH73
O95396	Q9H0D6
O75815	P61160
O43915	P08069
Q07666	Q15796
P16220	Q9H7R5
P16333	P21917
P35462	Q9P2W3
Q8IYX3	Q9BQ66
O95785	Q15714
P08700	P42701
O14641	Q9NPG1
P46939	Q9NRI5
Q13129	Q99578
P63096	Q68DD2
P22626	P67809
O15144	Q9BY76
P62318	Q8WXD5
P05014	P24394
Q14966	Q9BQ66
Q13651	Q9NPF7
P03905	P17568
P08754	Q96PN6
P32929	P63104
P18146	Q9UMX9
P04637	P54646
P29590	Q16254
Q8N9I9	Q9Y2X8
P63092	Q08462
P08514	P20908
P61088	Q8IYW5
Q00613	Q14686
Q8NB91	Q9NPI8
P51532	Q13127
406909	P49715
Q6ZNA4	Q9Y2X8
P15248	P48551
O95619	P17480
O75400	Q6NZY4
P15735	Q86XI6
Q12772	Q15942
Q99496	Q9HC52
Q5BIV9	Q9NWF9
P06753	Q05209
P01138	P23560
P62837	Q99942
P04183	P46013
P25788	P38936
P43246	Q92830
P04004	P49418
Q15173	Q5FBB7
P07437	Q6R327
P30556	P30679
P00519	Q92558
P35070	Q15303
O14497	O15360
O96017	P67870
Q9NPJ6	Q9ULK4
Q53G59	Q9UBV8
O60684	P12956
P16234	Q06124
P0CG48	Q9H160
Q14164	Q9BQ67
P00533	Q9H4P4
P62140	Q9UQM7
Q14011	Q9BS40
Q96B02	Q99942
P21802	P27986
P32121	Q96NX5
P63027	Q9P0L0
Q92673	Q9UJY5
Q09028	Q86YP4
P21918	P62166
O75365	Q9H2M9
Q93062	Q9BRR9
O43707	P38432
P68400	Q92769
P05129	P63211
O14920	Q86UT6
Q92985	Q9UM73
P51790	Q9HD26
P53779	Q9UBI6
Q13007	Q99665
O60716	P19022
O75346	O95751
Q92574	Q9Y478
P29275	P84996
P48382	Q92769
P18850	P49768
Q9UI95	Q9UM11
P08865	P62851
O43741	O75385
P24941	Q8WWL7
O95376	Q16851
P56703	Q5T4F7
P84022	Q9NS56
O75626	Q14938
P06756	P26006
O75347	P24941
O60353	P04628
P48634	Q9P2R6
O75578	P02461
Q16186	Q9Y5K5
P21333	Q13683
P16104	Q99536
P02787	Q13315
P41182	Q9NRA8
407037	P02786
P23246	P35637
O15297	Q15759
P54289	Q969Q6
P02647	P07711
Q16637	Q5JVS0
O14920	O75688
P08670	P14136
Q08211	Q96BK5
Q5TCQ9	Q8TEU7
O43493	P55157
P61353	P63173
P30504	Q14697
P08047	P29460
Q96S59	Q9NRI5
P62308	Q14194
Q13867	Q8WVZ9
P63165	Q5T0B9
P60900	Q9Y244
O43913	Q9Y5N6
Q99459	Q9NUQ8
P48443	Q9NRX1
Q01844	Q9NYG2
P42773	Q03164
P20042	P49770
P49682	P78423
P30793	P53779
O95208	P42566
P25929	Q9UK45
P38484	P60568
Q16595	Q96RG2
P35398	Q9Y265
Q99459	Q9NPI1
P61964	Q9C005
Q6P2C8	Q93074
P42574	Q16082
Q01196	Q92769
O60573	Q9HBH9
P35626	Q14832
P03372	P40763
P13569	Q9HBW0
P08473	P41235
Q15796	Q8N684
P00533	Q07912
O00555	P62873
P03956	P19875
O00141	P02788
P52333	Q8IU57
Q04771	Q9UF11
P42574	P45984
P38484	Q8IZJ0
P16520	P51828
P63010	Q9NYB0
P31629	P61981
O60333	Q96QZ7
Q8WZ42	Q9BZW7
O75182	Q14188
Q13200	Q92597
P0CG47	Q86WV6
Q15003	Q15021
Q14160	Q92796
P40189	Q92569
442918	P16070
P43364	Q96EZ8
O60244	O75448
P30307	P68400
O94864	Q9HBM6
O60264	P62993
Q9H853	Q9UBN7
P19634	Q96BS2
Q86WP2	Q96EZ8
P51692	Q13287
O95467	P25021
P17301	P21815
O60840	Q13555
P22607	Q9GZV9
P09619	P15692
P34969	P63218
O75915	P43005
P01100	P06400
Q99459	Q9H0E9
P35626	Q8NGQ5
O95983	Q9UBB5
P49792	Q9Y613
Q8TDR0	Q9NVK5
O14807	O14827
P08138	Q01970
O00459	O43561
P24522	P62879
P62256	Q99496
P61247	P62854
Q5VTD9	Q9P1U0
O43318	P53778
P29372	P54725
Q12933	Q9NYJ8
O96000	P03915
P18583	Q15654
Q08211	Q8IYB3
Q8IX12	Q9HAU4
P17301	P42336
Q9C0E2	Q9Y5J5
O15379	P04908
Q9H936	Q9HCK5
Q15562	Q9UJU2
P51955	Q8NHZ8
P26441	Q9HBE5
P58400	Q8NFZ4
Q9Y664	Q9Y679
P35222	Q8IUQ4
P07948	Q13444
P61981	Q99683
P55210	Q14164
Q7Z2E3	Q9UID6
P38398	Q9NXR7
P18564	P50552
P61962	Q04917
P10276	P50120
P27986	P48736
P02775	P51686
O43464	O95835
P63000	Q7Z5H3
P21815	Q13797
P32881	Q99665
O43159	O43463
Q04917	Q9UK53
P04406	P08238
P31260	Q06124
O75581	Q9H1J7
P62140	Q9NY47
P54259	Q01844
P51965	Q9Y3C5
P46778	Q15843
P04629	P42336
P11388	Q13535
407040	Q96EB6
Q15596	Q99873
P23193	Q13315
P08151	P78368
O95400	P52597
P15336	P53778
P43360	Q14203
P11274	P18031
O75438	P03897
P12931	Q86WV1
P55211	Q8WYR1
P08631	P56945
O00327	P51449
P18146	Q63ZY3
P40763	Q05655
P01889	Q9NQ50
P01889	Q01105
P09471	Q9ULV1
P60953	Q8IWW6
P50150	Q9UBY5
P15260	P18146
P04183	Q9P283
Q12789	Q15910
O00574	P49407
P19174	Q16288
P12429	Q8IWV7
P61201	Q15843
P00519	Q00987
P23763	Q9P0L0
O60244	P62993
Q06710	Q92911
P14672	Q9Y243
P19022	P35222
406881	P01111
P22694	Q99941
P48788	Q969Q1
P42336	P43403
Q6P4R8	Q9H981
Q13569	Q13838
O95402	P0CAP2
P29350	Q9UKW4
O95433	P54253
O75376	P12757
Q02388	Q9UKC9
Q13535	Q5VTR2
P59998	Q14247
Q01151	Q15717
P03372	P29350
O15164	P10276
P11940	P62324
O75044	P15153
P39880	Q13535
P24928	Q15560
P20248	Q13490
P07437	Q9NY65
P04637	P55209
O43318	Q9Y4K3
P16234	Q9ULV8
P43268	Q09472
Q9Y508	Q9Y6K8
Q8NEY8	Q92599
P30281	P42575
P03372	P12931
P19525	P62140
P01106	Q86VQ1
P41236	Q9UQK1
Q9BQ66	Q9NQX5
Q9Y376	Q9Y478
Q16584	Q9UQF2
O60282	P49840
P51617	Q99558
P53779	Q15750
P27361	P35236
Q14031	Q9NPY3
P21796	Q07817
P21860	Q68CZ2
P15927	P51681
Q93062	Q96HA1
P27824	P30050
O60684	P63000
P41182	Q9UH73
Q01105	Q9NSU2
P00533	P61978
P26992	Q9BQ66
P06702	P60953
P60709	P61247
P20073	Q9BRP4
Q9UKG1	Q9UL26
P50151	Q16539
O95622	Q9UBI6
P15927	Q13315
P09038	P21802
P25705	P60709
P54840	P68400
P15056	Q13164
P22681	P48357
O95049	Q96B33
P04183	Q9NPB8
P07948	P15941
O15111	Q16695
Q13077	Q96B97
P08842	P22681
P08727	Q15154
A6BM72	P54259
Q9BZY9	Q9Y2X8
Q05655	Q5SW24
P07766	Q12929
P62318	Q99459
P02511	P04792
P13861	P98095
P10275	Q09472
Q7L5N1	Q9BWC9
Q13651	Q9NPH9
O15212	P62714
P01100	P45452
Q9UBZ4	Q9Y2I6
P51946	Q13330
P55081	Q70Z53
Q9H0E9	Q9UBU8
P28482	P63000
O75626	Q05823
P27037	P43026
P29992	P30559
O43913	Q13416
Q71U36	Q99759
O15524	P14316
Q15831	Q92922
P31949	Q9Y4K3
Q14318	Q16539
P06400	P11802
O43615	P10398
O75150	P04637
P49768	Q92542
Q07157	Q9Y5I7
P07948	Q6S5L8
P01225	P16066
Q05513	Q9Y4H2
Q03468	Q13619
Q13464	Q99755
Q7Z5K2	Q8WVM7
P49715	Q9Y2D1
P01100	Q07889
P18084	P50552
P08670	Q9H2D6
O76003	Q9BQ66
P06241	Q9NYA1
Q15038	Q8NHQ1
P18146	Q5T447
O15123	Q02763
Q09472	Q68CJ9
Q3ZCQ8	Q86UA6
O14593	P39656
O95257	P28715
P38405	Q8NGT1
P31946	Q5TCX8
O94916	P53794
P06241	P23759
O76071	Q8N1F7
P25705	Q9UHD2
O00743	Q5H9R7
P56748	Q16625
P40225	Q01344
P05015	P10912
O14802	P61218
P31751	Q92945
O00206	P01100
P49810	Q92542
P10244	P20248
P25398	P62241
P08571	P28698
407050	P38936
P17301	P56945
P22681	Q99650
P12081	Q9Y4K3
O95863	P18146
P11831	Q8N2W9
Q14738	Q9UBN1
P49736	P62701
P36873	P42262
P02545	P36956
P45984	Q9Y4H2
Q9NRF2	Q9Y4H2
P29372	P31947
P10244	Q16659
Q99683	Q9Y3F4
Q7L590	Q9BRX5
P43364	Q8IXB1
Q15418	Q9Y534
O95343	Q04724
P05106	Q05397
P78371	Q9NT62
407029	Q14457
Q7LBC6	Q96KM6
P28328	Q6PD62
Q92481	Q9H270
P01574	Q8IU57
P01909	Q99962
A5PKW4	O60234
Q12778	Q9Y618
Q8WYB5	Q8WYH8
P67775	Q5FBB7
P49642	Q00610
P35580	Q99759
Q13315	Q5H9R7
O95670	P36543
P22694	Q9HAV0
P05113	P48551
P31689	Q9NPF4
P01116	Q92734
Q03164	Q99958
P04083	Q96FW1
Q96HP0	Q96L33
O75197	P09544
O95166	Q02790
O75694	Q8TEM1
O14807	P04049
O75558	P63027
P01106	Q92621
P01243	P07910
Q13416	Q15554
P62979	Q13155
P63244	Q01959
Q9HCM4	Q9Y478
P01871	P15309
O60343	P31749
Q16611	Q8IWA4
P30050	P62917
O95072	Q8N3U4
P23467	P41240
P62241	P62701
O15182	Q5UIP0
P01889	P42704
P43246	P62330
P10275	Q8WUI4
P14324	Q99816
Q8NE01	Q93062
Q15070	Q9UKV8
P12109	Q9UKX5
Q07157	Q2M3G4
O14686	P61964
P62910	P63173
P28482	Q07021
P04637	Q15906
Q09472	Q99683
P18146	Q16665
P09874	P49959
O43175	Q16659
P68104	Q01534
O15121	Q9UL03
Q9NWV8	Q9NXR7
Q9UHC6	Q9UPN3
P19793	P55055
P52292	Q401N2
P63165	Q16778
Q9UIA9	Q9Y2Q3
Q13237	Q9Y210
P62070	Q7LDG7
P01732	P01889
Q99575	Q9BUL9
Q13330	Q9BTC8
A8MYU2	O60840
Q05516	Q9Y333
Q16539	Q8N5C8
O43809	Q9NV58
P35240	Q13136
P62837	Q68DV7
P09326	P29692
P21673	Q5UIP0
O15198	Q96RR1
Q03164	Q6P1J9
O43143	P19387
O95400	Q92620
P18146	P40617
P09326	Q9BZW8
P01100	P13631
P57739	Q96AP7
O75347	P18146
Q13418	Q9Y243
O95872	Q9NQ84
P17987	Q9GZX7
Q12873	Q9Y383
O60880	Q14155
Q16630	Q9H0M0
P45973	Q15047
P20339	Q96Q42
P17275	Q16520
Q06124	Q7Z6A9
Q01094	Q16875
P25024	Q16663
P67809	Q07955
P51693	P61224
P63104	Q8WZ42
P53778	P63151
P05412	P13631
P21333	P53708
P10415	P63098
P26368	Q8IWX8
Q16186	Q96IX5
O15519	Q96JH8
P05231	Q99650
P25098	Q14416
P62487	Q8WVC0
O15160	Q99459
P27694	Q8TDY2
Q13535	Q96JP5
Q9BPX5	Q9Y6W5
P13612	P78509
Q9HCE7	Q9Y3C5
P67775	Q15672
P42345	Q9BVC4
O94907	P56704
Q96G25	Q9BWU1
P62258	Q13671
P20073	Q5SZQ8
Q92934	Q9P1W9
Q06323	Q12873
P46781	P61247
P48023	P98171
P01106	Q01850
P03886	Q16795
P19875	P25025
P26373	P42766
P61587	Q9Y3M8
O43521	Q9Y5V3
P05556	P07948
P28749	Q15257
P22415	Q9UKV0
P35544	P39019
P22607	P29353
P30530	Q12866
P23458	Q92783
O14576	Q9H4B7
O60353	P09544
Q14980	Q9UM73
P58107	Q9Y6K9
P07910	Q9NR30
Q15834	Q96IZ5
O14640	Q14332
P42336	Q9UBK5
P30480	P43628
Q13535	Q14562
P46778	P62910
P62805	Q9UM07
Q14683	Q16629
Q08945	Q5QNW6
P15884	Q8N2W9
P28482	Q9UQM7
P30559	P54284
P22459	Q96RT1
P46108	Q9Y5H9
P35368	Q96SB3
P68400	Q14676
Q14181	Q96HD1
P30153	Q4G163
P06241	Q9BPX7
P04637	Q12824
P23508	P48556
406967	P04637
P63211	Q99677
Q13087	Q15788
O15399	P17612
P01112	Q07890
P55210	Q9BQQ3
Q92993	Q9H840
P04626	P14210
Q14164	Q9NYU2
O14920	Q07021
P32246	P78556
P51878	Q14116
O15360	Q13315
O43524	P45983
P52735	Q92564
Q01094	Q92759
Q6P1J9	Q8WVC0
O95837	P32239
Q15834	Q9NXE8
O75365	Q8N163
P52333	Q9HC73
P07900	P62258
P51668	Q9BZY9
Q15370	Q96L50
P08684	P41235
O43791	Q05516
P25054	P35222
P18848	P62136
P07900	P26368
P18621	P46776
P60866	P62854
P07602	P13861
P49815	P49841
Q13619	Q96DI7
P13747	Q14952
Q15653	Q9BQI3
Q96I34	Q9NRX4
O95831	Q9HAW0
P20265	Q09472
O75448	P49841
Q6P3X3	Q9HAW0
P00734	P07359
O14920	Q9BXL7
Q8WUY3	Q96D15
P36873	P62136
P53779	P63104
P48023	Q6XZF7
P32121	Q13607
P13671	P16333
P21802	Q9Y4K3
P84095	Q52LW3
P0CG48	Q13887
P25208	P35638
O00257	P48552
P01112	P29353
P48740	Q16659
P18754	Q04724
P12004	P62987
P04278	Q96G75
Q5T9A4	Q96T60
O75431	P01106
O95751	Q15834
P12931	P38570
P34931	P62993
Q13573	Q14839
P01106	Q7Z6B0
P19878	P47712
P26358	Q9P0U4
P08069	Q9NQ66
P61077	Q9Y3C5
O15287	Q0VG06
Q14332	Q8N474
P08238	P17987
P32121	Q99418
P25788	Q5VTD9
P27986	Q9H204
O43306	O95398
P68431	Q9UGL1
O14686	O15198
P62195	Q13200
Q01844	Q14576
P52757	Q07889
Q13614	Q9C0I1
O14544	P24394
O14905	O75197
P36873	Q9NZT1
Q06187	Q9Y2C9
Q15796	Q99615
O43741	P49815
P26373	Q13573
P56192	Q13233
P84095	Q15759
Q8N4P2	Q9BPU9
P61964	Q13620
P16452	P58062
Q92769	Q9HD15
P48730	Q49AN0
P07942	P17301
O95696	Q8WYH8
406952	P01106
P24941	Q99708
P62837	Q9NXI6
P00403	P01133
Q12866	Q14393
O43414	P04156
P98082	Q5SW96
Q9H4T2	Q9NWS9
P04278	Q04941
P11177	P61224
O43681	O60925
P51665	Q16401
P32121	Q6IEV9
P62837	Q8TDB6
Q13573	Q9NVM9
P17655	P20810
P06239	Q12913
P18564	Q05397
P17931	P20073
P61981	Q05519
P01106	Q9NZI8
406995	P84022
P36896	Q7Z3T8
P63261	Q9BUA6
Q5VTR2	Q92905
P62805	Q9BVI0
O60262	P48051
O94916	P26447
P18146	Q96RK1
O00574	P78423
P00533	P51451
P17568	Q16795
P25445	Q9BWQ8
P62993	Q96NZ9
Q9BXC0	Q9UBU3
P17066	Q13233
P27361	Q9HAV0
Q9BRR6	Q9NRR5
O75159	P52630
P52701	Q13315
P01106	Q14289
P01584	Q9NPH3
P60709	Q11203
Q969G3	Q9UJX2
Q9BXT2	Q9Y2T4
Q8IWF7	Q9BQY4
Q99459	Q9HAU5
O60333	P51681
O95251	Q92997
P48454	P62158
Q93062	Q9UHG3
406921	P78543
P63000	Q155Q3
P01857	P02654
O95727	P19838
O15047	Q9UBL3
O95405	Q9Y3C5
Q16531	Q8N5D0
O60674	P23458
Q9NWB1	Q9Y5V3
P16220	Q86XU0
Q13509	Q96AH8
P04183	Q8IY18
406923	Q9UL51
P62241	P62979
P78395	Q15370
P01569	P78552
P35227	Q9BSM1
Q9NZC7	Q9UKF6
P36954	P62875
P02462	P14780
Q01196	Q99706
Q8NAC3	Q96F46
P10275	P42575
O00206	P00533
Q15759	Q8N5C8
Q92830	Q9HBM6
P07333	Q12824
P17301	P21333
P28482	Q9HAV0
P27037	P55103
P05015	Q99665
Q15796	Q9UPN9
Q15796	Q9NQB0
P12830	P28827
Q14683	Q9NP77
P47897	Q14164
P14866	Q13247
P07237	Q9UET6
P62701	Q00653
P46934	Q9H492
Q03518	Q99683
P19525	Q8WTT2
P01857	P02751
P37231	Q9BYK8
Q13427	Q8TBK6
P54253	Q5JSZ5
Q9BXL7	Q9Y6K9
O95149	Q16643
P05106	P37173
P04183	Q04724
O95837	Q13573
P10275	Q99638
P00533	P04626
O75365	Q8N1F7
P01889	Q9ULC4
O14654	P00533
Q08493	Q09472
P45984	Q96J02
P24941	Q09472
Q9H492	Q9NX00
O00264	P01889
O15198	Q8NFD5
Q93034	Q96BD6
P41235	Q9UBC2
O75528	P11142
P05013	P40238
P62993	Q9H204
P02768	P11532
O43294	P04792
P50570	Q9UKM7
P02751	Q13683
P41597	Q9NRJ3
Q14432	Q9Y6D5
P04637	P68400
P08754	Q9HAV0
P18146	Q9UJU2
P61586	Q9H0H5
P06127	P40259
Q01094	Q05682
Q8N1F7	Q8TEM1
P01857	P55289
P00540	P01111
P0CG48	Q86VN1
O95500	P56750
Q13573	Q8TDN6
P04632	P62820
P16298	Q9UD71
A8K6C2	Q01113
P02462	P17301
P04637	Q8NHY2
O75815	P25787
Q16576	Q8NEU8
O95256	Q13478
P07741	P16871
P06127	P21854
P35626	Q8NGJ0
406982	P10415
O43716	Q9H0R6
O14964	Q8N6Y0
Q9BT78	Q9UNS2
O15121	P60228
P01889	P06753
Q29RF7	Q9H8T0
Q13438	Q16665
O14775	P53602
P41221	Q9H1J7
P60709	Q04864
P26368	P31943
P05060	Q9BYM8
P07900	P53355
P63104	Q86UR1
P62805	Q92922
P18146	Q14141
Q14197	Q9BUE6
P11940	Q9UL18
P10827	P28702
Q12778	Q16822
P09429	P61978
A6NI73	O75015
Q01955	Q05397
P32248	P78556
P08670	P54725
P78362	Q01130
Q5VTD9	Q86VX9
O60241	Q06546
P50148	Q9UP38
P43364	Q9Y375
O60244	O95402
Q8N1F7	Q96EE3
P12931	Q16512
O60674	Q14527
Q04917	Q7L576
O75400	Q15637
O00221	Q04864
P35658	Q8N1F7
O60315	Q13461
O95782	P53680
Q14623	Q96QV1
O15530	Q9NRX1
O43493	P09958
P16234	Q96PU5
P04406	P49023
P62495	Q9BZI7
P24864	Q13309
P03950	P51864
P04628	P18827
O75940	Q9ULE0
O60266	P62158
P07202	P19235
O76003	Q6UY14
P10398	P17252
O60879	Q8NHR9
P62491	Q7L804
P35637	Q15428
P40337	P61019
P15374	P62987
P25490	Q92769
Q13418	Q9Y678
P04637	Q9Y675
P00533	Q15811
P61313	P62424
P13010	Q96PK6
O00574	Q9UBD3
P22612	Q14524
P98170	Q13490
P01568	Q6UXL0
P05787	Q13895
O95257	Q8WWL7
P14373	Q05516
P38398	P43246
O00217	Q86Y39
Q5XPI4	Q96B02
P49459	P62979
P04637	Q16594
P50914	P61254
O43463	P68431
P62256	Q9C035
P05388	P18621
P52272	Q9UHD2
Q96KQ4	Q99459
P10828	P42338
P12318	P35354
O00422	P61247
Q7RTS6	Q9UKV8
O95273	P82933
O95169	O95298
P25391	Q7L0J3
O43719	Q15428
P07910	P48729
P01111	P04629
P29972	Q99750
P54646	Q9NQR9
P30050	Q9UKV8
O43765	O60844
P04233	Q6ICR9
O43639	O75914
P31946	Q9UI47
P03923	Q9P0J0
P08887	P20809
P35626	Q8NGZ9
P11831	Q8IZQ8
Q15287	Q96HS1
P17612	P61586
P63104	Q02878
P49736	Q12905
Q5QNW6	Q96QV6
P04637	Q9BZR8
P19438	P63165
P62714	Q9UBN1
P11802	Q9P1U1
P11802	P37840
Q00987	Q92905
P62714	Q08289
O00459	Q06187
P30559	P62955
P30504	Q00610
Q13501	Q9NQC7
O76093	P09619
P42331	Q8IXI1
P62906	P84098
O60739	P25788
P84022	Q9HCM4
P62945	Q02543
P12931	P46527
Q08499	Q16566
O43747	P61966
Q06455	Q9P2A4
P41182	Q96QZ0
P29474	Q8IVI9
P18846	Q53ET0
P19404	P49821
P05231	Q8IU57
P19875	P49682
P61978	Q13535
Q14164	Q9HAV4
P56537	Q9NX58
Q00839	Q13573
P61964	Q9UPS6
Q9NTI5	Q9UQE7
O15105	Q9H0M0
P08123	P26006
P07949	Q07889
O14513	P55157
P35348	Q14315
P01889	P46060
O14733	P35813
O95644	P49238
P39656	P46977
O75955	P04278
P32121	Q8NG76
P20700	P42574
P51784	Q06587
P49674	P61981
P01111	Q9P212
O60603	P08571
P15018	Q969J5
P67870	Q5D0E6
P17275	Q07817
P46778	P46779
P05000	P16871
Q01780	Q9Y2L1
P04792	P99999
Q00005	Q14525
P28562	Q04206
O60503	Q8TD86
O14874	Q5W0B1
O43752	Q9BV40
O95238	P10275
P46109	P48736
P06733	P29466
P10600	Q8NER5
P06241	P48736
P83916	Q13315
P62070	Q12967
P08069	P55075
Q9GZN1	Q9Y230
407021	P02462
P25025	Q8NHW4
O14920	Q99836
P05386	Q5T3J3
O00212	Q96HP0
O15264	P63104
P22694	Q13522
P08572	P20073
O43521	Q8WVM7
O43439	Q96ST3
O75582	Q15910
P18206	P68104
P15311	Q9Y4K3
P41220	Q9Y2I6
P35637	P52756
Q92769	Q9UBG7
P53779	P61224
O15111	Q15750
P08729	Q9UKW4
P55209	Q9UET6
Q8IZJ0	Q969J5
P35613	Q9NR12
P50453	P68104
O15131	Q13303
P42338	Q13733
P16619	P51677
Q8ND25	Q9Y2X8
P49407	Q99558
P04637	P42771
P62158	Q9UHD2
P56537	P67870
O75334	Q13136
O00571	P18206
P36915	Q99935
P36897	P98082
P08123	P10242
Q9H4B4	Q9NNX6
Q05397	Q06124
P41235	Q9HB31
Q01196	Q13363
Q13224	Q13936
Q9BQS7	Q9NP59
Q70YC4	Q9NRI5
P16104	Q96DB2
P48736	Q07890
Q04771	Q16671
Q15428	Q9BXP5
P10275	P29466
P67870	Q07021
O95433	P20774
Q15475	Q96NX9
Q12805	Q5VTD9
Q13418	Q9HBI1
Q9UKN8	Q9Y5Q8
P14316	P25774
P62993	Q8IXJ9
P05106	P13688
Q8WWY3	Q9H9G7
P24394	P35225
Q8NE35	Q9UIV1
Q16777	Q7Z2G1
P50454	P62993
P14649	Q15746
P15408	P35638
P63151	Q15170
P62070	Q96PV0
P30443	Q8N743
P51948	Q92574
P00533	P29353
P63010	Q7Z3B4
P03915	Q9P0J0
P04792	Q8IW41
P04637	P51948
O95793	P46779
P14314	Q7L5D6
Q8WXA9	Q99459
406953	P38936
A6NIT4	Q9HC73
P42262	Q14957
P52198	P85298
O15198	Q03001
O75052	Q16849
P20701	Q9Y4G6
Q15038	Q9NRR5
P11831	Q6SJ96
Q14814	Q14934
O00193	P05386
Q14164	Q7L2H7
P11021	P11387
406950	P10415
P04053	P12956
O43815	P23508
P28482	Q04206
O75044	P61587
P11831	P52943
P09471	P27986
O60341	Q99459
P15170	P23508
P78369	Q96B33
P43405	P59901
P05164	P51532
Q02763	Q9NQ66
P35637	Q15853
P61289	Q9H1Y0
O15524	Q01344
Q99466	Q9Y2E6
O14744	O15105
P07996	P23229
O60238	Q01844
O95467	P25116
O60896	P63092
Q13526	Q5T3J3
O00401	O15145
Q6UX71	Q9H171
O94761	Q7L590
P62304	P62314
P35580	Q96QT4
P11142	P62979
O60684	P36957
P15311	Q9BXI6
P53365	P63000
P10636	Q96RG2
P35544	P62841
O43586	Q96LW2
P19174	Q07889
Q13485	Q96G75
Q5VTD9	Q92832
P24928	Q8TDG2
P48436	Q92993
O60674	Q9HBE5
Q9H4A3	Q9Y3S1
P19338	P37198
P19174	Q96LZ3
P61927	Q9Y3U8
P51124	P68363
P50151	Q9UBS5
P00533	Q9UQF2
P06899	Q9UQL6
