#node1	node2
Q99700	Q99963
P52948	Q9NR21
P35251	Q9HCU8
O43908	P01889
P00558	Q9NRI5
O60503	P22694
P01889	P13797
P11215	Q92569
P26599	P52597
O43396	Q15008
P38405	Q9P1Q5
P04632	P62879
P32745	Q9HD26
O00487	P62195
P35606	Q8IXH7
Q15111	Q99928
P38405	Q8NH53
P61088	Q15819
Q15011	Q93009
Q8IV63	Q99816
Q07889	Q13972
Q92561	Q96DB2
P62837	Q6Q0C0
P18146	Q8TB36
O60739	P13804
Q96A37	Q9H832
Q01814	Q12959
O75317	Q9P0U4
P24928	Q8TAQ2
P18564	P53708
P08173	P62993
O75364	P05164
O60341	O60383
P18146	Q8IZD2
P49917	Q13315
Q06124	Q13191
P42262	P51817
P13569	Q9Y5X1
Q7L7L0	Q8WUI4
P25024	Q16627
P07437	Q9Y6N7
O00299	P62330
P07947	Q13177
P01135	P04626
Q01668	Q16558
P35626	Q9GZK7
O43707	P26012
P11047	P56199
P06401	Q05086
P36873	Q9BUA6
P23508	P24752
Q96FW1	Q9H1Y0
P00519	Q16620
Q86UL8	Q8TEU7
P62308	P62316
P11940	Q14106
P01111	P27482
Q6ZU52	Q9P2A4
P14859	P26583
P20333	Q3ZCQ8
P27635	P62750
P48169	P54257
O14727	Q07812
P39748	P54132
Q96PG8	Q9HD36
P16298	Q9NYG5
P30679	P34995
P0DJD1	P61956
P62158	Q9Y6J0
P51148	Q9UH99
P41235	Q14520
O00267	Q92561
Q03135	Q9H1Q7
O15524	P35568
Q9NX70	Q9Y2X0
O94916	P01375
P01106	P08631
Q96J02	Q9H0E2
P51955	Q14240
P14136	Q96GD4
P46940	Q15653
Q99459	Q9H3U1
P17152	Q96GD3
P17612	Q9UGI9
O75914	Q7L0Q8
Q13085	Q96EB6
Q6UXL0	Q9NPF7
P01112	Q13772
P34969	Q9P2W3
P54253	Q8N196
O00716	Q96KQ4
P15498	P60953
P00533	Q99959
P27482	P29973
P61224	Q9UMN6
P51170	Q96PU5
O95685	P46019
P23396	P62701
Q86YW0	Q9ULU4
Q53H96	Q9UBU9
O14920	Q9UGK3
O43157	P63000
P61952	Q15147
P62873	Q01970
P42858	Q13177
Q05516	Q8WXG1
Q15654	Q9NXV2
O43913	Q9Y5N6
P08069	Q01995
P33681	Q00653
P22736	P31749
O60266	P62879
P62333	Q9BRP4
O14727	P78344
P13727	P17676
P78371	Q9NT62
O60238	Q9HCK4
Q15303	Q92529
P35348	Q14315
P01106	Q15102
Q9H5I1	Q9UFW8
O75365	Q9UBB4
O94776	Q96KQ7
P40189	Q8WXH5
O00257	P18146
Q9HAP6	Q9UHC3
Q6ZSG1	Q9Y2X8
P22234	Q9Y3A3
P62136	Q9Y243
P30153	P67775
P11171	Q01469
P08727	Q8IYI6
P62081	P62854
P06732	Q9P2G9
Q13485	Q92985
P08575	P19235
P29460	Q6UXL0
P01185	P30518
O14519	P24941
P04271	P04637
O60674	Q9HC73
P01236	Q5VWK5
Q13485	Q9NWN3
P05771	P61981
P07948	Q12972
O00159	Q8IY92
P05387	P46779
P16885	Q13094
Q14674	Q9NZH5
Q07817	Q9UKY1
O60244	Q9Y4A5
P56556	Q16795
P04844	Q8TCJ2
P19883	Q14689
P63165	Q14865
P00533	Q12929
P30304	Q14209
P46527	Q09472
Q9Y3C5	Q9Y6I3
P52597	Q14683
P45973	Q5UIP0
P05783	P19012
P20042	P78344
O95630	Q96CF2
Q92569	Q9UBI6
P08631	P08637
Q00005	Q05639
P48047	P56537
Q92797	Q99459
O60232	P48643
P08708	P62277
P53778	P99999
P11801	Q13424
P08173	P62873
O15357	Q9BX66
P01106	Q96BZ4
O00187	P48740
P01116	P62993
O43639	Q15768
Q02750	Q96RU7
P63165	Q9C086
P25054	P35527
P68104	Q8NFJ9
O95989	P26641
P01127	P17948
P62316	Q04695
P01270	P46379
P06241	P16333
P19532	Q8WUM4
O14920	O14965
O14776	Q12873
Q15042	Q9H0R8
O15264	P12277
P01563	P23458
O75914	P61586
Q13287	Q14765
P17181	P29597
P01112	Q5U651
P14618	P32121
Q13137	Q9UBV8
O00463	Q99558
100302193	Q9H9Z2
P01106	Q7Z3D6
O15144	Q07890
Q00005	Q9UF02
P36897	Q8TD19
O95084	P12236
O15111	P19105
P06396	P68133
Q01449	Q32MK0
O00308	Q96G27
O43464	Q96CA5
O15264	O60262
Q12962	Q16594
P62873	Q9NQ66
P48059	Q9NPH0
O60341	Q9H1I8
P62256	Q9NQ86
P19525	Q15759
P13725	P32927
P05771	P10301
P10600	P53779
P33992	P62805
O00574	P48061
Q15365	Q9GZN1
P55084	Q9H0R8
O14904	O75581
P17844	Q9UL18
O43324	P62330
P51817	Q96BA8
O00499	P61106
P61981	Q7Z401
P01574	Q9UHF4
O60603	P04839
O95999	Q14525
P51948	Q5T3J3
P49790	Q9UIA9
O15551	P56746
P62891	Q9Y3U8
Q00610	Q96CW1
P38405	Q8NGI4
Q14894	Q16543
P54577	Q9UET6
Q03135	Q14451
P15170	Q13489
O14543	P19235
P52333	Q6UXL0
O60341	Q15047
P35222	Q99623
P30260	Q99459
O14610	Q14832
O75626	P10071
O14561	O95182
Q9NPF5	Q9Y265
P60660	P62993
P49715	Q9NR55
O60739	P51668
P31040	Q14164
P38405	Q9UGF7
Q00994	Q16288
Q92747	Q9Y6W5
O95644	P16298
P17252	Q8NFM4
O15530	P17252
Q15366	Q96J02
P07339	P07602
Q8N5A5	Q96ST3
P10070	Q9NRP7
P09661	Q14164
P00540	P01116
P43246	P52701
O60281	P02768
P12757	Q7Z6K1
P10301	P19174
Q16778	Q9NPI1
O94805	P20073
Q04724	Q6ZU52
Q7LBR1	Q9UQN3
P21246	Q8TF65
O43143	Q96I25
P42224	P62714
Q05397	Q9Y4G6
Q13098	Q9Y239
P62324	Q9UIV1
Q15323	Q16611
O95251	Q8NHQ1
P52198	Q8IVF5
P01023	Q16637
P02792	Q12852
P35626	Q8NGX9
P10827	P28702
P22612	Q8TCU5
O14641	P35813
P51665	Q15008
O00422	P31153
Q14790	Q9Y3D6
Q8N5I3	Q9BY27
P24530	P30679
Q15645	Q9NZF1
P52735	Q13094
P04899	P48736
P29371	P29992
P36873	Q13315
P22681	Q13651
O75626	P54253
P02768	Q9H6Q3
P13236	P32248
Q14832	Q9UBI6
P51681	Q9UN74
P01236	Q9HBE5
O14933	Q9UBS8
Q15047	Q4VC44
P49841	Q9Y6E2
O14610	P47898
P02458	P16144
Q14790	Q7L5N1
P55199	Q9NQC3
P01106	Q92503
Q13153	Q9HCE7
P67775	Q13188
P16520	P53779
P36957	Q13045
P01566	Q5VWK5
P29350	P40259
O75815	P62750
O60895	P63092
P01241	Q6UXL0
P16220	Q16798
Q9HC73	Q9UHD0
Q13418	Q9P031
P24723	P24941
P05771	Q9BZL6
O94972	Q6ZVK8
Q13557	Q14573
P09619	P15692
P23219	P45983
O15042	P52756
P48556	Q9Y5K5
O00203	O60566
P21246	Q99689
P50453	Q9Y3C7
P61981	Q14103
Q15653	Q9BQI3
P18146	Q9UJU2
Q00722	Q05655
P05067	Q14790
Q92888	Q9UBT7
P62081	Q9UL18
P01857	Q9H974
O60503	P63218
O43638	Q93062
O43164	Q13315
P62491	Q9ULV0
P23458	P24394
P29597	Q6UXL0
P54750	Q9NZT1
P42702	P62993
P34820	Q9H2G2
P61247	P62280
P62244	Q9UKW6
O14508	Q99062
Q15555	Q8TDR0
P10275	Q9HBE1
O60437	Q92817
P63211	Q8NFM4
P18146	Q92839
P63104	Q92974
Q15759	Q8WZA2
P46937	Q99594
P45973	Q02539
Q8WYR1	Q9UBK5
P53355	Q9P0L2
P46108	Q13625
P04637	Q9UBE0
O75791	O95273
Q13094	Q8WYR1
Q99623	Q9HAU5
Q13077	Q5VTD9
P62304	P62316
P10275	P14625
P11473	Q99836
Q14194	Q9NXU5
P25963	P31751
P35658	Q5SRE5
P14649	Q32MK0
P61077	Q68DV7
P06400	P43686
P01563	Q01344
O60832	Q9BUR4
Q14CB8	Q99567
P01106	Q75T13
Q02487	Q9Y446
406952	P10145
P31946	Q99683
Q15654	Q9H8S9
P33778	Q9UBN7
Q01668	Q13224
P32969	P62910
Q13976	Q9Y691
Q13574	Q9UM73
Q93079	Q96QV6
O60739	P61247
P38398	Q00266
O95832	P56856
P01889	Q8NHL6
O60353	P56703
P27694	Q9BTP7
P13612	Q13751
Q12933	Q8N5C8
Q0VG06	Q8IYD8
P04049	P27361
P61088	Q9NZS9
Q01082	Q9NQ66
P04629	P34130
Q8TAU3	Q9BQ66
Q16254	Q9HAW4
O00623	P50542
Q53EZ4	Q96HA1
O43390	P55157
P54259	Q86TM6
P39023	P62888
P38936	Q9P1Z0
P16220	P67775
O95551	P11388
O96017	Q13522
P01106	Q15181
P05019	P16234
P46937	P62714
P01588	Q16665
P27694	Q9NZC9
P12931	Q96NY8
Q9BWU1	Q9Y3C7
Q00005	Q14532
Q99961	Q99962
Q13573	Q9BV38
Q13418	Q15404
O60934	Q8WXE1
P22612	P35498
P27635	P62424
O00716	P09884
P03372	P06401
O60729	P30260
Q13315	Q9UQ84
O95425	P43626
P23527	Q969S8
P31946	P33176
P10599	P63104
O00483	Q15714
O95630	Q9Y3C5
P22492	P49841
P51884	P61812
O75116	P62136
P38405	Q8NH41
P30279	P52630
P28335	Q13936
P27635	P50914
P01106	Q92667
P13501	Q92985
P40337	Q9Y5B9
O95352	Q9H1Y0
347745	P36542
O15360	Q9UBZ9
O43432	P11940
O14939	P05129
P15121	Q03001
Q9NQL2	Q9UHA4
Q8WUM4	Q9Y5K6
P61981	P78386
P04626	Q08881
P62877	Q8NI29
P19793	Q92830
Q9UBC3	Q9Y6K1
P46778	P61254
Q8TDR0	Q9NVK5
P41134	Q9NQB0
Q13547	Q4LE39
Q9P0W2	Q9UKL0
O75937	Q08211
P62263	P62993
Q15038	Q8N9H8
O95400	Q13243
O14662	O60499
O15524	P04626
P63165	Q7L2E3
P08575	P09382
O75937	Q9BUJ2
P06241	P18583
P58107	Q9UKG9
Q92945	Q9Y4K3
P12109	P53708
Q13639	Q5JWF2
O15031	Q14164
Q9NWA0	Q9UM73
P59998	Q92558
P22090	P62701
Q9NXS2	Q9Y478
O60506	Q9H3D4
P61978	Q86V81
P53778	P67775
P40337	Q6P1L8
O43918	Q13263
P27361	Q96RQ1
Q13535	Q9P0V9
P53621	Q9NTJ5
O15467	P41597
Q05195	Q13489
P58753	Q15399
Q13573	Q15014
Q07889	Q8N431
P04626	Q9Y316
Q96AW1	Q9Y483
O15552	P04899
P78527	Q15014
P20749	P29353
O43749	P38405
P14625	P31749
Q01081	Q9UBU9
P35626	Q8NGL0
P20226	P41235
28881	Q96PG8
Q8WUM0	Q8WYP5
P19338	Q13464
P16333	Q96AC6
O00555	P50151
O15173	Q14164
P13569	Q05086
Q03518	Q03519
P11362	Q15147
P06239	P10966
Q00403	Q99442
O00329	Q9NSB8
O75694	Q96HA1
Q14498	Q96GM8
Q16777	Q99880
O95402	P30542
Q6P1J9	Q8WVC0
P31152	Q9BUB5
O95267	P01111
P18206	P63104
P19388	Q9NVU0
P08631	Q6S5L8
Q13087	Q15788
Q13315	Q9H0H0
P27361	Q86XP0
P38646	Q13535
O60477	Q9BUV8
P29459	P32927
Q99650	Q9NPF7
P10275	P15309
O15047	P61964
Q06124	Q8WU20
P62993	Q9UHI7
P09769	P98082
P06400	P15336
P59768	Q92633
Q16659	Q16665
P49368	Q15257
P08670	Q8NEY8
P42338	P54709
O95786	Q99942
P11487	P35916
P23434	Q8WYH8
Q14451	Q96N67
B1A4H9	Q99062
O60237	Q14005
O15116	Q9Y333
Q86U70	Q8TAP4
P78369	Q96AP7
O60645	Q13573
P19367	Q16665
P31749	Q15181
O14602	Q13347
P27482	Q9H0B3
P08134	Q9Y3M8
P53778	Q00005
P49703	Q9HCE7
Q8IZL2	Q9UM47
P04183	Q9BRK5
P09497	P53680
Q8N111	Q9NRR5
O60739	Q09028
O60684	P32119
P16871	Q9BUF5
Q16543	Q9BSF8
P02768	Q9UBP0
O60244	P12814
Q12830	Q13501
Q8WXH2	Q9Y6E0
P42226	Q9BZP6
Q66LE6	Q9UPR3
P17676	Q14469
P06493	P24522
P40225	Q5VWK5
O00459	P19174
P01871	Q01196
P01242	Q6UXL0
O75197	Q9ULV1
Q02763	Q9HCT0
Q02388	Q8IWR0
P01889	Q9NP81
O15344	P51965
Q14197	Q9Y399
O15534	O96017
P38405	Q96RC9
406908	O75116
Q01085	Q16539
P17947	Q15306
O14908	Q9H9D4
O95298	O96000
P22314	Q8N2K1
P14770	Q92569
P16035	Q9Y266
P35658	Q9UBU9
P46783	P62266
O00327	P19793
P31946	Q8N3F8
O94806	Q9H492
P48551	Q9ULV8
Q05397	Q13972
P07996	P53708
P30154	Q4G163
P05387	Q9Y6K9
P21246	P35269
P63104	Q99961
P52198	Q9NZN5
Q68CJ9	Q96BA8
O15162	Q02218
P98177	Q13131
P10301	P67775
P13569	P26599
Q13555	Q14524
P10826	P28702
Q08828	Q9HAV0
P01023	P12544
Q05195	Q15418
Q96FA3	Q9Y4K3
406890	P01116
O14493	Q8NI35
O15379	Q9UIS9
Q9P003	Q9Y478
Q92769	Q9NYJ8
Q15654	Q8TED9
O43293	Q02045
P26010	P78509
P25490	Q9Y265
O00585	P41597
O00483	P03897
O00459	Q9HBH0
P24390	Q7L1Q6
P52735	Q9NV56
O95670	P36543
O00716	P51532
P60484	P69905
P31749	Q00987
Q9BSW7	Q9Y2I6
P19532	Q13263
P04637	P35354
O60671	Q99615
Q99062	Q9NYY1
P35568	Q15109
P56703	Q96HF1
O75529	Q16531
P01106	Q9H8X9
Q13573	Q5RKV6
P48729	Q9UDY8
P98082	Q13526
Q14627	Q8IU54
P05556	Q9Y6N6
P26368	P51991
Q12906	Q9HAV4
Q9Y4Z0	Q9Y675
Q9H9S0	Q9UJU5
P01567	P42702
P40933	Q99650
P08631	Q9H6R7
P08754	P50150
Q03014	Q9BQ66
Q13698	Q9Y2T4
Q02556	Q92793
P10275	Q5THR3
O75800	Q9H6Y7
Q8N257	Q9P0M6
O60603	P05412
P54259	P61289
P12931	Q8WUM4
P49792	Q13315
Q7Z434	Q96J02
P02775	P51684
Q9P258	Q9UKE5
P51668	Q9BZY9
P08700	P52333
Q8NF64	Q9Y467
P01375	Q13469
O15294	P25942
P60520	Q9UPU7
P27348	P62258
Q3KQU3	Q96AW1
O95816	P52272
P27635	P46777
P46092	P80075
P42226	Q86WV6
P41182	Q9Y2K7
O60262	P35498
P01111	Q07890
Q15834	Q9UJ04
O75116	O95793
P42226	Q05513
P35354	P53779
P22626	P35222
Q9H293	Q9NRM6
Q13535	Q15382
P41240	Q8NHL6
P29323	P52799
P11021	P25963
P42226	Q16649
P08476	P19883
O95997	P30260
P00533	Q13480
P63104	Q71U36
P51817	P62873
Q03701	Q9UHA4
P05783	Q9UM73
O43186	P54845
Q86SG6	Q9H2G2
P18146	Q9UMX9
Q13838	Q8WVV9
P35626	Q8NG77
A5YKK6	P10828
P01112	Q14644
P05019	P24592
P45983	Q9HAV0
P40939	Q9H0R8
P04637	Q01094
Q9H2U1	Q9NPH0
O00459	P36888
P16871	Q13011
O14727	P62136
O75865	Q9Y620
Q9H0F6	Q9Y6K9
P09603	P17948
Q8IYD8	Q9NVI1
Q92793	Q9Y265
Q71DI3	Q86U86
P19105	Q9P2M7
P01571	P17181
Q13087	Q14240
P05154	P07225
P61224	Q86WV1
O95819	P04406
Q01813	Q99459
P21728	P38405
P06753	P23467
P05129	P26010
P06748	Q15853
P37231	Q16254
P36542	P62736
P68104	Q9NPD3
P43405	P51452
P01563	Q99062
O43261	Q9BVJ6
P13804	Q9Y4K3
Q9H9Y6	Q9P1U0
P09471	Q92806
P16520	Q13698
P51677	Q99616
P04085	P10721
P09651	P67809
O43318	P53778
P14635	Q8NHZ8
P05771	Q15147
P04637	Q9NRG4
P21860	P46934
Q01959	Q13554
P60953	Q13576
P35580	Q9Y572
P34931	P53779
P33993	Q05086
P30480	Q9H0U4
P20701	P40337
P01588	Q99665
P62241	P62266
O15379	P10276
P08238	P12814
P35244	Q15714
P09884	P49642
O43298	P49407
Q969V5	Q96B02
P03891	P03897
P35968	P42566
Q13315	Q63ZY3
P11021	Q13546
P13639	Q15843
Q13315	Q9Y5N6
O75582	Q96BA8
406957	Q9UBE8
P21802	Q92569
P45973	Q71DI3
P01033	P03956
P23921	Q9Y478
O00459	P60763
O00159	Q99759
P40123	P78330
P62805	Q13233
O95996	Q12959
P02462	P05106
P15927	Q6PCD5
P01308	Q16659
Q13526	Q7Z5J4
P28749	P78549
P10721	Q15147
P41229	P68431
Q13619	Q96DI7
P56945	Q9UKX5
P19474	Q13616
P15880	P62249
P09211	P62993
Q12873	Q9UHX1
Q676U5	Q9Y6K9
Q6XZF7	Q9NQY0
O00505	P19838
P61956	Q9BXP5
O00178	Q99459
P51679	Q07325
P33993	P62979
Q8TAP4	Q99750
P23025	Q13315
P15509	Q9GZX6
Q93009	Q9HBZ2
P15153	Q12967
P62993	Q06187
P35606	Q9Y2Q3
P01210	Q04206
Q96B02	Q9Y675
O60244	Q9UHV7
Q9H469	Q9HAU4
P63000	Q6ZUM4
A0JLT2	Q9Y3C7
Q92985	Q9BVS5
P05783	P10276
P26012	Q9NVD7
P01588	Q14626
P12931	Q13077
P08700	P32927
Q9UM47	Q9Y644
P19784	P36897
Q86VP1	Q96J02
P21673	P32456
P42702	Q16619
O43390	Q01130
P22612	P63096
P07199	P67870
Q99417	Q9P2K9
Q14493	Q8IV48
O00305	Q14738
O43312	O94762
O14924	P11274
Q14511	Q8IZD9
P28845	P61421
P06748	Q9H4L4
P38405	Q6IFH4
O75461	P23921
O15015	Q99750
O60869	P05412
P18146	P49796
O14543	Q93034
Q13077	Q9NS68
Q14512	Q9HCT0
P11171	P24666
Q0VG06	Q9NPD8
O75251	P17568
Q13263	Q9Y478
Q15797	Q9BTE0
P29353	Q05655
P01903	P79483
Q92841	Q9BWF3
P49407	Q96J02
O15379	Q16777
Q14934	Q15759
P18621	Q02543
A0JLT2	P62875
P02489	Q07817
P98164	Q9P2M1
P12034	Q07890
P52788	Q13387
P04150	P63279
O95793	Q02878
O75251	P03897
Q13485	Q15796
Q16658	Q9GZN1
Q13315	Q9NQZ2
O43187	P49810
Q92804	Q99459
P05060	P27448
O15264	P54829
O95484	Q96AP7
P30305	P53778
P17693	Q99706
Q96PN6	Q9HAV0
P25024	Q99731
O60739	Q9NR31
P11021	Q86UA6
P20073	Q9H553
Q14147	Q9UK32
Q01362	Q13547
P83881	Q9UNX3
O43390	Q15365
P01567	P26992
P45984	P46108
P18754	P52742
O43390	P62633
Q8N474	Q9UBV4
P01242	P26951
P00519	P46937
P05106	P23229
P0C0S5	Q96DB2
P12757	P63279
Q5JY77	Q6RW13
O14497	P41182
Q13315	Q8NEM0
Q13501	Q13555
P30304	P50613
O00470	Q6UUV9
P52789	Q16665
P08246	Q96KQ7
P35222	Q96QZ7
Q8IY92	Q9NRN7
Q06413	Q99814
P17302	Q9BQE3
Q12923	Q52LW3
O75674	Q9UK61
Q13651	Q9HBE4
P30679	P43115
P51884	Q00987
O14639	Q13535
P29622	Q92956
P16885	P63098
P10828	P42336
Q92830	Q9HBM6
P36873	P42263
O15264	Q8N5C8
P61978	Q96PU8
O43570	P36542
Q16445	Q9NQX3
P01106	Q7Z4Q2
P17252	P62993
O60503	Q13555
P01100	Q00978
Q92597	Q9Y6Q5
P15391	Q8WYR1
Q00839	Q13151
Q53HC9	Q8NC51
P48023	Q99963
P02768	Q08174
P04637	Q15831
O15403	P01106
P31943	P51991
P16871	P18206
O60493	P62993
P30305	Q16539
P12883	Q14896
Q13145	Q9NPG1
P38405	Q8NGJ5
O75909	Q53H96
P22392	P58107
P17301	P78509
P10275	P78317
O60674	Q01113
P01127	P09619
Q93008	Q96J02
P40763	Q13164
P17612	Q8TEY5
P46527	P61586
P56537	Q9BWH2
P23769	Q13485
P46937	P67775
343477	Q05516
Q9H832	Q9H8W4
P84098	Q13573
O14950	O14974
O00755	Q13467
P43246	Q9Y6K9
P02533	P25054
P35268	Q02543
P09104	P16871
P01106	Q7L5A8
O15198	Q96S59
O76011	P61981
O15105	P12956
P31751	P42338
Q2I0M4	Q8TDR0
O75914	P16333
O95999	Q9Y6K9
P04899	P49798
O60603	P29350
P51159	P51681
Q9BPX5	Q9Y4R7
P19012	P25054
Q08881	Q9UKW4
P57088	Q14164
O14654	P27986
Q07699	Q13554
Q13077	Q92844
P06213	P40763
P01116	Q15418
O75533	P62258
Q13535	Q8N5P1
Q13368	Q13636
P01570	P17181
P10600	Q15796
P40189	P42702
O96000	Q9NX14
P02768	Q9BUN8
P08754	P42336
P78371	Q9Y572
O75533	Q01081
P02778	P46092
Q13315	Q9UKK9
P56134	Q92692
P25205	P78527
P23258	Q9P209
P29466	Q7Z434
P08107	P08238
P27348	Q8N122
P32302	P49407
Q6FI13	Q96A08
P10415	P36873
O95402	Q9NVC6
O00213	Q07954
Q99459	Q9H2P0
P22612	Q13131
Q15369	Q96G25
Q9UBL3	Q9Y5Z7
P78344	Q9Y2Q3
P00505	P23508
Q6W2J9	Q96A23
P17947	P49716
P16333	P51636
P17252	Q15904
P11021	Q9HCK5
P09326	Q9BZW8
O15239	O95299
P20333	Q9UER7
P06734	P42226
O95067	P41002
O15264	Q13283
O75815	Q16836
P15153	Q9NZN5
Q12834	Q15323
P06241	Q16236
Q5EB52	Q99689
Q12888	Q9NS91
P05452	P49841
P23508	P23921
Q96MT3	Q9HCE7
P01588	P17181
P48995	Q03135
P46108	Q86Y01
O00212	Q9BRR9
Q16637	Q9NYR9
Q9HAU4	Q9Y5L0
O14920	P63261
Q04206	Q8IUH5
P49903	Q14164
Q92956	Q9Y3U8
P14868	Q92597
P27635	Q02878
O95163	Q04941
P15170	Q9Y478
Q13547	Q99638
Q14197	Q9BZE1
P04792	P43320
P25787	P30504
O60814	Q9UPS6
Q9NQ66	Q9UK08
O95273	Q9HCZ1
P62899	Q9UKV8
P18146	Q9UI08
406949	O95980
P68400	Q63ZY3
P30279	Q8N726
O95866	Q06124
406987	P20020
Q92481	Q9H270
P01106	Q9H583
Q12815	Q13895
P13807	P46976
P01116	Q9NZL6
O15530	Q15418
P32004	Q96CW1
P21281	P36957
Q8TBH0	Q9P2G9
P20073	Q05516
P19404	Q14194
P55081	Q70Z53
Q08999	Q99708
Q96BK5	Q9NW61
P29992	P43403
P49757	Q9UM47
P52756	Q5UIP0
Q6UXN9	Q9C0J8
P30046	Q6XUX3
Q92993	Q9H1D9
Q99816	Q9H857
Q16514	Q92830
P05496	P56385
P19419	P53779
P18827	Q01955
P10912	P23467
P51610	Q99877
O60583	P50750
P25398	P62854
P61812	P84022
Q9UI30	Q9Y478
Q9GZZ9	Q9NR46
P36873	Q9P2K8
Q12873	Q13363
P08579	Q9Y675
P49674	Q9ULU4
O75489	P01106
P10721	P52803
P49639	Q99750
Q00653	Q13490
P11362	P27361
P08514	P60709
Q13243	Q8IX12
P35568	Q02763
O95793	P62241
O76071	Q96JQ0
P62263	Q8NHQ8
O95985	Q9BQ66
O14641	Q8IYF1
P06126	P61769
P29590	Q15554
Q8TF61	Q9NRI5
P22455	Q9HCE7
O43182	Q96L33
O95178	Q9UI09
O43164	P61088
O60346	P12830
P22607	Q9P2H0
P12956	P45973
Q13557	Q9Y6K9
O60499	Q9UEU0
P18031	P29597
P21980	P84022
P31947	Q9H0H5
Q14192	Q15796
Q01780	Q8TF46
P21127	Q9BTM9
Q15746	Q8TD86
Q13315	Q9BSD3
P60520	Q13087
Q15286	Q9UM73
P49841	Q15459
P36897	Q9H5K3
P08670	P47712
P30480	P31150
O14717	Q9ULG6
P23458	Q14765
Q96JK9	Q9UM47
O00422	P61247
P04183	Q9NYF0
P08865	P62851
Q96BS2	Q9NP66
O15111	P84243
O00221	P14923
P31947	Q13470
P16234	P46109
P12931	P42229
P0CG48	Q99808
Q15287	Q9H307
P48023	P62993
P40425	P55347
Q13315	Q9Y6E0
Q15393	Q9BWJ5
P31274	Q8IY92
Q02224	Q8N3U4
P45984	P60953
Q7Z2G1	Q9UQL6
O14641	Q6DKJ4
P06899	P26927
P67870	Q13526
P08069	P61981
Q13554	Q14573
Q14533	Q9BQD3
P49716	P58340
P49888	P68104
P13533	Q14896
Q14197	Q8N0Z8
Q13315	Q6DD87
P25963	P29475
O95707	P78345
O75419	Q7L590
P45984	P62714
P25685	Q53GL0
P30954	P35626
P46776	Q92901
P04350	Q14164
P05106	P46109
O14561	O95178
P11047	P23229
P08572	P16144
Q6R327	Q8TB45
Q14839	Q9BTC8
P16520	P42336
Q06455	Q9NRR5
Q8WYR1	Q9UBY5
Q01844	Q9NRG1
P25205	Q15714
P51828	Q9UBI6
P35580	P61586
P01215	P21246
Q06323	Q9UNM6
Q01118	Q13555
Q13315	Q96EP5
P01308	Q9UK32
P08253	P63096
P11388	P16104
Q9NV70	Q9UPN3
P24844	Q86YV6
Q03060	Q99941
P18848	P27361
P18146	Q96RK1
P17612	P61952
P43243	Q9UL18
P30291	P31947
P67775	Q9UBS0
P51817	Q8IZS8
O14733	Q9P286
O14798	Q9UKY1
P46781	P62269
O95471	P56747
P0CG47	Q9BXL7
P29590	P55854
P21453	P63096
P43246	Q9UIF7
Q3ZCQ8	Q9Y572
P05814	Q13952
P31327	P63104
O14610	Q01970
P09769	P63096
O14672	P30101
P47897	Q7L190
P04637	P19447
O43915	P08069
P38405	Q8NGD0
P26010	Q9UQF2
P08123	P22894
Q8IVG9	Q9HD36
P45984	Q8WXG6
P18848	Q9UK32
407018	Q01196
Q03164	Q6UXN9
P19838	P31689
O95983	Q92769
P10916	Q86YV6
P08670	P20073
P51532	Q8NFD5
P00533	Q92915
P16220	P18850
P16066	P49768
P13804	Q14164
O75586	Q93074
P04406	Q99759
406906	P50993
Q8IX12	Q9BYV6
P31943	P61981
P05386	P63173
P08559	Q15118
Q14919	Q9NRF9
P61077	Q9Y3C5
P09471	P21554
P46094	P48061
P10600	P37173
P26951	Q07812
O95072	Q8NDV3
Q16891	Q9Y5J5
P12004	Q13111
Q93100	Q9NZT1
P16220	Q5TD97
Q8IZQ1	Q9H1Y0
P54252	P55072
P46531	Q5TA89
Q06830	Q8WTR4
P62993	Q8TEW0
O95831	Q15047
P07602	P10912
P54105	Q9UKV8
P31930	Q9Y230
P78396	Q9P253
P78527	Q9P2K8
O60763	Q99459
P62256	Q8TDB6
Q9BWU1	Q9P086
Q13415	Q9UBD5
P61086	Q15811
P55854	Q7L2E3
Q01844	Q15637
P27540	P35368
P42338	Q9HAV0
O95072	Q9UJ98
P04637	P61981
Q04917	Q92934
P06241	Q16620
Q9H0Q3	Q9NPR9
P16615	P19438
P52434	P53803
P10244	P14635
P42336	P60484
O95747	Q9Y376
P41743	Q13501
O95751	Q9H9D4
Q14197	Q9BYD2
O43639	P61978
O94875	Q13444
O43768	P25205
O43914	P43632
P61981	Q9UMS4
O00212	O75044
O75533	P62136
P18146	Q15532
Q14686	Q9UMN6
P58107	Q99459
P03372	P40763
P00749	P05120
P04350	Q969W0
P05014	Q99650
P16471	P29350
P54259	P98160
P26927	Q9GZZ9
P10275	Q04917
Q13530	Q99623
Q9UQ80	Q9Y478
P04150	P22736
P15880	P62241
P01106	P38936
O15264	P49137
O75928	Q9Y4K3
C9JDP6	P56750
Q15819	Q86Y13
P17706	P31947
Q8NHQ1	Q9P2K3
P26441	P26992
P20671	Q8WUI4
Q15788	Q92830
Q9H8Y8	Q9Y4D2
Q9UJX2	Q9UM11
P33992	Q92794
Q6ZUM4	Q9H4E5
Q07864	Q92547
Q6RSH7	Q99759
Q14164	Q9UBE0
O43318	Q9H8E8
P47869	P60520
Q99665	Q9NPH9
